num:ID,nid,name,:LABEL,Count
CPM5749,XING-SU-ER-CHEN-WAN(ETCM),XING-SU-ER-CHEN-WAN,Chinese Patent Medicine,*
CPM5750,XING-SU-HE-JI(ETCM),XING-SU-HE-JI,Chinese Patent Medicine,*
CPM5751,XING-SU-ZHI-KE-KE-LI(ETCM),XING-SU-ZHI-KE-KE-LI,Chinese Patent Medicine,*
CPM5752,XING-SU-ZHI-KE-TANG-JIANG-(XING-SU-ZHI-KE-LU-)(ETCM),XING-SU-ZHI-KE-TANG-JIANG-(XING-SU-ZHI-KE-LU-),Chinese Patent Medicine,*
CPM5753,XING-XIANG-TU-ER-FENG-PIAN(ETCM),XING-XIANG-TU-ER-FENG-PIAN,Chinese Patent Medicine,*
CPM5754,XIONG-JU-SHANG-QING-KE-LI(ETCM),XIONG-JU-SHANG-QING-KE-LI,Chinese Patent Medicine,*
CPM5755,XIONG-JU-SHANG-QING-PIAN(ETCM),XIONG-JU-SHANG-QING-PIAN,Chinese Patent Medicine,*
CPM5756,XIONG-JU-SHANG-QING-WAN(ETCM),XIONG-JU-SHANG-QING-WAN,Chinese Patent Medicine,*
CPM5757,XIONG-DAN-JIAO-NANG(ETCM),XIONG-DAN-JIAO-NANG,Chinese Patent Medicine,*
CPM5758,XIONG-DAN-JIU-XIN-DAN-(XIONG-DAN-JIU-XIN-WAN-)(ETCM),XIONG-DAN-JIU-XIN-DAN-(XIONG-DAN-JIU-XIN-WAN-),Chinese Patent Medicine,*
CPM5759,XIONG-DAN-WAN(ETCM),XIONG-DAN-WAN,Chinese Patent Medicine,*
CPM5760,XIONG-DAN-ZHI-CHUANG-GAO(ETCM),XIONG-DAN-ZHI-CHUANG-GAO,Chinese Patent Medicine,*
CPM5761,XIONG-DAN-ZHI-LING-GAO(ETCM),XIONG-DAN-ZHI-LING-GAO,Chinese Patent Medicine,*
CPM5762,XIONG-DAN-ZHI-LING-SHUAN(ETCM),XIONG-DAN-ZHI-LING-SHUAN,Chinese Patent Medicine,*
CPM5763,XU-HAN-WEI-TONG-JIAO-NANG(ETCM),XU-HAN-WEI-TONG-JIAO-NANG,Chinese Patent Medicine,*
CPM5764,XU-HAN-WEI-TONG-KE-LI(ETCM),XU-HAN-WEI-TONG-KE-LI,Chinese Patent Medicine,*
CPM5765,XU-HAN-TING-KE-LI(ETCM),XU-HAN-TING-KE-LI,Chinese Patent Medicine,*
CPM5766,XUAN-MAI-GAN-JIE-CHONG-JI(ETCM),XUAN-MAI-GAN-JIE-CHONG-JI,Chinese Patent Medicine,*
CPM5767,XUAN-LING-YAO-SHUI(ETCM),XUAN-LING-YAO-SHUI,Chinese Patent Medicine,*
CPM5768,XUAN-YAO-GAO(ETCM),XUAN-YAO-GAO,Chinese Patent Medicine,*
CPM5769,XUAN-YAO-YU-HONG-GAO(ETCM),XUAN-YAO-YU-HONG-GAO,Chinese Patent Medicine,*
CPM5770,XUAN-YUN-NING-KE-LI(ETCM),XUAN-YUN-NING-KE-LI,Chinese Patent Medicine,*
CPM5771,XUAN-YUN-NING-PIAN(ETCM),XUAN-YUN-NING-PIAN,Chinese Patent Medicine,*
CPM5772,XUE-DAN-SU-PIAN(ETCM),XUE-DAN-SU-PIAN,Chinese Patent Medicine,*
CPM5773,XUE-HA-DA-BU-SU-PIAN(ETCM),XUE-HA-DA-BU-SU-PIAN,Chinese Patent Medicine,*
CPM5774,XUE-HA-LING-ZHI-JIU(ETCM),XUE-HA-LING-ZHI-JIU,Chinese Patent Medicine,*
CPM5775,XUE-LI-GAO(ETCM),XUE-LI-GAO,Chinese Patent Medicine,*
CPM5776,XUE-LI-MI-GAO(ETCM),XUE-LI-MI-GAO,Chinese Patent Medicine,*
CPM5777,XUE-LI-ZHI-KE-TANG-JIANG(ETCM),XUE-LI-ZHI-KE-TANG-JIANG,Chinese Patent Medicine,*
CPM5778,XUE-LIAN-YAO-JIU(ETCM),XUE-LIAN-YAO-JIU,Chinese Patent Medicine,*
CPM5779,XUE-LIAN-ZHU-SHE-YE(ETCM),XUE-LIAN-ZHU-SHE-YE,Chinese Patent Medicine,*
CPM5780,XUE-SHANG-YI-ZHI-HAO-PIAN(ETCM),XUE-SHANG-YI-ZHI-HAO-PIAN,Chinese Patent Medicine,*
CPM5781,XUE-SHANG-YI-ZHI-HAO-SU-XIAO-ZHI-TONG-CHA-JI(ETCM),XUE-SHANG-YI-ZHI-HAO-SU-XIAO-ZHI-TONG-CHA-JI,Chinese Patent Medicine,*
CPM5782,XUE-SHANG-YI-ZHI-HAO-ZONG-JIAN-ZHU-SHE-YE(ETCM),XUE-SHANG-YI-ZHI-HAO-ZONG-JIAN-ZHU-SHE-YE,Chinese Patent Medicine,*
CPM5783,XUE-AN-JIAO-NANG(ETCM),XUE-AN-JIAO-NANG,Chinese Patent Medicine,*
CPM5784,XUE-BAO-JIAO-NANG(ETCM),XUE-BAO-JIAO-NANG,Chinese Patent Medicine,*
CPM5785,XUE-FU-ZHU-YU-JIAO-NANG(ETCM),XUE-FU-ZHU-YU-JIAO-NANG,Chinese Patent Medicine,*
CPM5786,XUE-FU-ZHU-YU-WAN(ETCM),XUE-FU-ZHU-YU-WAN,Chinese Patent Medicine,*
CPM5787,XUE-FU-SHENG-PIAN(ETCM),XUE-FU-SHENG-PIAN,Chinese Patent Medicine,*
CPM5788,XUE-JIAN-NING-(XUE-JIAN-NING-SAN-)(ETCM),XUE-JIAN-NING-(XUE-JIAN-NING-SAN-),Chinese Patent Medicine,*
CPM5789,XUE-NIAO-JIAO-NANG(ETCM),XUE-NIAO-JIAO-NANG,Chinese Patent Medicine,*
CPM5790,XUE-NING-CHONG-JI(ETCM),XUE-NING-CHONG-JI,Chinese Patent Medicine,*
CPM5791,XUE-NING-JIAO-NANG(ETCM),XUE-NING-JIAO-NANG,Chinese Patent Medicine,*
CPM5792,XUE-NING-PIAN(ETCM),XUE-NING-PIAN,Chinese Patent Medicine,*
CPM5793,XUE-NING-TANG-JIANG(ETCM),XUE-NING-TANG-JIANG,Chinese Patent Medicine,*
CPM5794,XUE-SAI-TONG-JIAO-NANG(ETCM),XUE-SAI-TONG-JIAO-NANG,Chinese Patent Medicine,*
CPM5795,XUE-SAI-TONG-KE-LI(ETCM),XUE-SAI-TONG-KE-LI,Chinese Patent Medicine,*
CPM5796,XUE-SAI-TONG-PIAN(ETCM),XUE-SAI-TONG-PIAN,Chinese Patent Medicine,*
CPM5797,XUE-SAI-TONG-ZHU-SHE-YE(ETCM),XUE-SAI-TONG-ZHU-SHE-YE,Chinese Patent Medicine,*
CPM5798,XUE-SHUAN-TONG-ZHU-SHE-YE(ETCM),XUE-SHUAN-TONG-ZHU-SHE-YE,Chinese Patent Medicine,*
CPM5799,XUE-SHUAN-XIN-MAI-NING-JIAO-NANG(ETCM),XUE-SHUAN-XIN-MAI-NING-JIAO-NANG,Chinese Patent Medicine,*
CPM5800,XUE-SU-SHENG-KE-LI(ETCM),XUE-SU-SHENG-KE-LI,Chinese Patent Medicine,*
CPM5801,XUE-YA-PING-PIAN(ETCM),XUE-YA-PING-PIAN,Chinese Patent Medicine,*
CPM5802,XUE-ZAI-SHENG-PIAN(ETCM),XUE-ZAI-SHENG-PIAN,Chinese Patent Medicine,*
CPM5803,XUE-ZHI-LING-PIAN(ETCM),XUE-ZHI-LING-PIAN,Chinese Patent Medicine,*
CPM5804,XUN-MA-ZHEN-WAN(ETCM),XUN-MA-ZHEN-WAN,Chinese Patent Medicine,*
CPM5805,YA-DAN-ZI-YOU-KOU-FU-RU-YE(ETCM),YA-DAN-ZI-YOU-KOU-FU-RU-YE,Chinese Patent Medicine,*
CPM5806,YA-DAN-ZI-YOU-RU-ZHU-SHE-YE(ETCM),YA-DAN-ZI-YOU-RU-ZHU-SHE-YE,Chinese Patent Medicine,*
CPM5807,YA-TONG-YAO-SHUI(ETCM),YA-TONG-YAO-SHUI,Chinese Patent Medicine,*
CPM5808,YAN-HOU-XIAO-YAN-WAN(ETCM),YAN-HOU-XIAO-YAN-WAN,Chinese Patent Medicine,*
CPM5809,YAN-YAN-HAN-PIAN(ETCM),YAN-YAN-HAN-PIAN,Chinese Patent Medicine,*
CPM5810,YAN-YAN-PIAN(ETCM),YAN-YAN-PIAN,Chinese Patent Medicine,*
CPM5811,YAN-LING-CHANG-CHUN-JIAO-NANG(ETCM),YAN-LING-CHANG-CHUN-JIAO-NANG,Chinese Patent Medicine,*
CPM5812,YAN-SHOU-PIAN(ETCM),YAN-SHOU-PIAN,Chinese Patent Medicine,*
CPM5813,YAN-GUO-ZHI-KE-YE(ETCM),YAN-GUO-ZHI-KE-YE,Chinese Patent Medicine,*
CPM5814,YAN-JIAN-NING-PIAN(ETCM),YAN-JIAN-NING-PIAN,Chinese Patent Medicine,*
CPM5815,YAN-KE-NING-PIAN(ETCM),YAN-KE-NING-PIAN,Chinese Patent Medicine,*
CPM5816,YAN-LI-XIAO-JIAO-NANG(ETCM),YAN-LI-XIAO-JIAO-NANG,Chinese Patent Medicine,*
CPM5817,YAN-LI-XIAO-PIAN(ETCM),YAN-LI-XIAO-PIAN,Chinese Patent Medicine,*
CPM5818,YAN-NING-CHONG-JI(ETCM),YAN-NING-CHONG-JI,Chinese Patent Medicine,*
CPM5819,YAN-RE-QING-JIAO-NANG(ETCM),YAN-RE-QING-JIAO-NANG,Chinese Patent Medicine,*
CPM5820,YAN-SHE-SAN(ETCM),YAN-SHE-SAN,Chinese Patent Medicine,*
CPM5821,YAN-YAO-DING(ETCM),YAN-YAO-DING,Chinese Patent Medicine,*
CPM5822,YAN-YOU-CHA(ETCM),YAN-YOU-CHA,Chinese Patent Medicine,*
CPM5823,YANG-GAO-BU-JIU(ETCM),YANG-GAO-BU-JIU,Chinese Patent Medicine,*
CPM5824,YANG-XIAN-FENG-WAN-(YANG-XIAN-FENG-YAO-)(ETCM),YANG-XIAN-FENG-WAN-(YANG-XIAN-FENG-YAO-),Chinese Patent Medicine,*
CPM5825,YANG-XIAN-FENG-DIAN-WAN(ETCM),YANG-XIAN-FENG-DIAN-WAN,Chinese Patent Medicine,*
CPM5826,YANG-CHUN-JIAO-NANG(ETCM),YANG-CHUN-JIAO-NANG,Chinese Patent Medicine,*
CPM5827,YANG-CHUN-KOU-FU-YE(ETCM),YANG-CHUN-KOU-FU-YE,Chinese Patent Medicine,*
CPM5828,YANG-CHUN-YU-YE(ETCM),YANG-CHUN-YU-YE,Chinese Patent Medicine,*
CPM5829,YANG-SHEN-BAO-FEI-WAN(ETCM),YANG-SHEN-BAO-FEI-WAN,Chinese Patent Medicine,*
CPM5830,YANG-JIN-HUA-DING(ETCM),YANG-JIN-HUA-DING,Chinese Patent Medicine,*
CPM5831,YANG-FEI-WAN(ETCM),YANG-FEI-WAN,Chinese Patent Medicine,*
CPM5832,YANG-PI-SAN(ETCM),YANG-PI-SAN,Chinese Patent Medicine,*
CPM5833,YANG-RONG-BAI-CAO-WAN(ETCM),YANG-RONG-BAI-CAO-WAN,Chinese Patent Medicine,*
CPM5834,YANG-RONG-QU-BAN-GAO(ETCM),YANG-RONG-QU-BAN-GAO,Chinese Patent Medicine,*
CPM5835,YANG-RONG-WAN(ETCM),YANG-RONG-WAN,Chinese Patent Medicine,*
CPM5836,YANG-WEI-KE-LI(ETCM),YANG-WEI-KE-LI,Chinese Patent Medicine,*
CPM5837,YANG-WEI-NING-JIAO-NANG(ETCM),YANG-WEI-NING-JIAO-NANG,Chinese Patent Medicine,*
CPM5838,YANG-WEI-PIAN(ETCM),YANG-WEI-PIAN,Chinese Patent Medicine,*
CPM5839,YANG-WEI-SHU-JIAO-NANG(ETCM),YANG-WEI-SHU-JIAO-NANG,Chinese Patent Medicine,*
CPM5840,YANG-WEI-SHU-KE-LI(ETCM),YANG-WEI-SHU-KE-LI,Chinese Patent Medicine,*
CPM5841,YANG-XIN-AN-SHEN-WAN(ETCM),YANG-XIN-AN-SHEN-WAN,Chinese Patent Medicine,*
CPM5842,YANG-XIN-NING-SHEN-WAN(ETCM),YANG-XIN-NING-SHEN-WAN,Chinese Patent Medicine,*
CPM5843,YANG-XIN-SHI-PIAN(ETCM),YANG-XIN-SHI-PIAN,Chinese Patent Medicine,*
CPM5844,YANG-XUE-AN-SHEN-PIAN(ETCM),YANG-XUE-AN-SHEN-PIAN,Chinese Patent Medicine,*
CPM5845,YANG-XUE-AN-SHEN-TANG-JIANG(ETCM),YANG-XUE-AN-SHEN-TANG-JIANG,Chinese Patent Medicine,*
CPM5846,YANG-XUE-AN-SHEN-WAN(ETCM),YANG-XUE-AN-SHEN-WAN,Chinese Patent Medicine,*
CPM5847,YANG-XUE-DANG-GUI-TANG-JIANG-(YANG-XUE-DANG-GUI-JING-)(ETCM),YANG-XUE-DANG-GUI-TANG-JIANG-(YANG-XUE-DANG-GUI-JING-),Chinese Patent Medicine,*
CPM5848,YANG-XUE-QU-FENG-WAN-(HUO-LUO-ZHEN-FENG-WAN-)(ETCM),YANG-XUE-QU-FENG-WAN-(HUO-LUO-ZHEN-FENG-WAN-),Chinese Patent Medicine,*
CPM5849,YANG-XUE-RONG-JIN-WAN(ETCM),YANG-XUE-RONG-JIN-WAN,Chinese Patent Medicine,*
CPM5850,YANG-XUE-TIAO-JING-GAO(ETCM),YANG-XUE-TIAO-JING-GAO,Chinese Patent Medicine,*
CPM5851,YANG-XUE-TUI-RE-WAN(ETCM),YANG-XUE-TUI-RE-WAN,Chinese Patent Medicine,*
CPM5852,YANG-XUE-YIN-KOU-FU-YE(ETCM),YANG-XUE-YIN-KOU-FU-YE,Chinese Patent Medicine,*
CPM5853,YANG-XUE-YU-FENG-JIU(ETCM),YANG-XUE-YU-FENG-JIU,Chinese Patent Medicine,*
CPM5854,YANG-YIN-JIANG-TANG-PIAN(ETCM),YANG-YIN-JIANG-TANG-PIAN,Chinese Patent Medicine,*
CPM5855,YANG-YIN-JIANG-YA-JIAO-NANG(ETCM),YANG-YIN-JIANG-YA-JIAO-NANG,Chinese Patent Medicine,*
CPM5856,YANG-YIN-QING-FEI-HE-JI(ETCM),YANG-YIN-QING-FEI-HE-JI,Chinese Patent Medicine,*
CPM5857,YANG-YIN-QING-FEI-KE-LI(ETCM),YANG-YIN-QING-FEI-KE-LI,Chinese Patent Medicine,*
CPM5858,YANG-YIN-QING-FEI-TANG-JIANG(ETCM),YANG-YIN-QING-FEI-TANG-JIANG,Chinese Patent Medicine,*
CPM5859,YANG-YIN-QING-FEI-WAN(ETCM),YANG-YIN-QING-FEI-WAN,Chinese Patent Medicine,*
CPM5860,YANG-YIN-ZHEN-JING-PIAN(ETCM),YANG-YIN-ZHEN-JING-PIAN,Chinese Patent Medicine,*
CPM5861,YANG-YIN-ZHEN-JING-WAN(ETCM),YANG-YIN-ZHEN-JING-WAN,Chinese Patent Medicine,*
CPM5862,YAO-SHEN-GAO(ETCM),YAO-SHEN-GAO,Chinese Patent Medicine,*
CPM5863,YAO-TENG-WAN(ETCM),YAO-TENG-WAN,Chinese Patent Medicine,*
CPM5864,YAO-TONG-NING-JIAO-NANG(ETCM),YAO-TONG-NING-JIAO-NANG,Chinese Patent Medicine,*
CPM5865,YAO-TONG-PIAN(ETCM),YAO-TONG-PIAN,Chinese Patent Medicine,*
CPM5866,YAO-TONG-WAN(ETCM),YAO-TONG-WAN,Chinese Patent Medicine,*
CPM5867,YAO-TUI-TONG-WAN(ETCM),YAO-TUI-TONG-WAN,Chinese Patent Medicine,*
CPM5868,YAO-ZHUI-BI-TONG-WAN(ETCM),YAO-ZHUI-BI-TONG-WAN,Chinese Patent Medicine,*
CPM5869,YAO-JIU-WAN(ETCM),YAO-JIU-WAN,Chinese Patent Medicine,*
CPM5870,YAO-MO-(BA-BAO-YAO-MO-)(ETCM),YAO-MO-(BA-BAO-YAO-MO-),Chinese Patent Medicine,*
CPM5871,YAO-ZHI-GAN-LAN-YAN-(QING-GUO-CHI-)(ETCM),YAO-ZHI-GAN-LAN-YAN-(QING-GUO-CHI-),Chinese Patent Medicine,*
CPM5872,YAO-ZHI-GUI-LING-GAO(ETCM),YAO-ZHI-GUI-LING-GAO,Chinese Patent Medicine,*
CPM5873,YE-GE-WAN(ETCM),YE-GE-WAN,Chinese Patent Medicine,*
CPM5874,YE-JU-HUA-SHUAN(ETCM),YE-JU-HUA-SHUAN,Chinese Patent Medicine,*
CPM5875,YE-MA-ZHUI-TANG-JIANG(ETCM),YE-MA-ZHUI-TANG-JIANG,Chinese Patent Medicine,*
CPM5876,YE-MU-DAN-KE-LI(ETCM),YE-MU-DAN-KE-LI,Chinese Patent Medicine,*
CPM5877,YE-MU-DAN-ZHI-LI-PIAN(ETCM),YE-MU-DAN-ZHI-LI-PIAN,Chinese Patent Medicine,*
CPM5878,YE-MU-GUA-KE-LI(ETCM),YE-MU-GUA-KE-LI,Chinese Patent Medicine,*
CPM5879,YE-MU-GUA-PIAN(ETCM),YE-MU-GUA-PIAN,Chinese Patent Medicine,*
CPM5880,YE-MU-GUA-ZHU-SHE-YE(ETCM),YE-MU-GUA-ZHU-SHE-YE,Chinese Patent Medicine,*
CPM5881,YE-LV-YOU(ETCM),YE-LV-YOU,Chinese Patent Medicine,*
CPM5882,YE-NIAO-NING-WAN(ETCM),YE-NIAO-NING-WAN,Chinese Patent Medicine,*
CPM5883,YE-NING-CHONG-JI(ETCM),YE-NING-CHONG-JI,Chinese Patent Medicine,*
CPM5884,YE-NING-TANG-JIANG(ETCM),YE-NING-TANG-JIANG,Chinese Patent Medicine,*
CPM5885,YE-ZHUANG-QIONG-YU-GAO(ETCM),YE-ZHUANG-QIONG-YU-GAO,Chinese Patent Medicine,*
CPM5886,YI-BA-ZHUA(ETCM),YI-BA-ZHUA,Chinese Patent Medicine,*
CPM5887,YI-LI-ZHI-TONG-WAN(ETCM),YI-LI-ZHI-TONG-WAN,Chinese Patent Medicine,*
CPM5888,YI-LI-ZHU(ETCM),YI-LI-ZHU,Chinese Patent Medicine,*
CPM5889,YI-QING-KE-LI(ETCM),YI-QING-KE-LI,Chinese Patent Medicine,*
CPM5890,YI-SAO-GUANG-YAO-GAO(ETCM),YI-SAO-GUANG-YAO-GAO,Chinese Patent Medicine,*
CPM5891,YI-ZHI-HAO-SHANG-SHI-QU-TONG-GAO(ETCM),YI-ZHI-HAO-SHANG-SHI-QU-TONG-GAO,Chinese Patent Medicine,*
CPM5892,YI-ZHU-TIAN-JIU(ETCM),YI-ZHU-TIAN-JIU,Chinese Patent Medicine,*
CPM5893,YI-TONG-SHU-ZHU-SHE-YE(ETCM),YI-TONG-SHU-ZHU-SHE-YE,Chinese Patent Medicine,*
CPM5894,YI-DAN-YAN-HE-JI(ETCM),YI-DAN-YAN-HE-JI,Chinese Patent Medicine,*
CPM5895,YI-NIAO-SAN(ETCM),YI-NIAO-SAN,Chinese Patent Medicine,*
CPM5896,YI-HE-CHUN-JIAO-NANG(ETCM),YI-HE-CHUN-JIAO-NANG,Chinese Patent Medicine,*
CPM5897,YI-GAN-FU-ZHENG-JIAO-NANG(ETCM),YI-GAN-FU-ZHENG-JIAO-NANG,Chinese Patent Medicine,*
CPM5898,YI-GAN-JIAN-PIAN(ETCM),YI-GAN-JIAN-PIAN,Chinese Patent Medicine,*
CPM5899,YI-GAN-JIE-DU-JIAO-NANG(ETCM),YI-GAN-JIE-DU-JIAO-NANG,Chinese Patent Medicine,*
CPM5900,YI-GAN-LING-WAN(ETCM),YI-GAN-LING-WAN,Chinese Patent Medicine,*
CPM5901,YI-GAN-NING-KE-LI(ETCM),YI-GAN-NING-KE-LI,Chinese Patent Medicine,*
CPM5902,YI-KANG-WAN(ETCM),YI-KANG-WAN,Chinese Patent Medicine,*
CPM5903,YI-DAN-PIAN(ETCM),YI-DAN-PIAN,Chinese Patent Medicine,*
CPM5904,YI-FEI-JIAO-NANG(ETCM),YI-FEI-JIAO-NANG,Chinese Patent Medicine,*
CPM5905,YI-GAN-CHONG-JI(ETCM),YI-GAN-CHONG-JI,Chinese Patent Medicine,*
CPM5906,YI-GAN-GAO(ETCM),YI-GAN-GAO,Chinese Patent Medicine,*
CPM5907,YI-GAN-LE-CHONG-JI(ETCM),YI-GAN-LE-CHONG-JI,Chinese Patent Medicine,*
CPM5908,YI-GAN-LING-PIAN(ETCM),YI-GAN-LING-PIAN,Chinese Patent Medicine,*
CPM5909,YI-KANG-JIAO-NANG(ETCM),YI-KANG-JIAO-NANG,Chinese Patent Medicine,*
CPM5910,YI-KUN-NING-DING(ETCM),YI-KUN-NING-DING,Chinese Patent Medicine,*
CPM5911,YI-KUN-WAN(ETCM),YI-KUN-WAN,Chinese Patent Medicine,*
CPM5912,YI-LING-JING(ETCM),YI-LING-JING,Chinese Patent Medicine,*
CPM5913,YI-MAI-KANG-PIAN(ETCM),YI-MAI-KANG-PIAN,Chinese Patent Medicine,*
CPM5914,YI-MU-CAO-CHONG-JI(ETCM),YI-MU-CAO-CHONG-JI,Chinese Patent Medicine,*
CPM5915,YI-MU-CAO-PIAN(ETCM),YI-MU-CAO-PIAN,Chinese Patent Medicine,*
CPM5916,YI-MU-CAO-ZHU-SHE-YE(ETCM),YI-MU-CAO-ZHU-SHE-YE,Chinese Patent Medicine,*
CPM5917,YI-MU-CHONG-JI(ETCM),YI-MU-CHONG-JI,Chinese Patent Medicine,*
CPM5918,YI-MU-TIAO-JING-WAN(ETCM),YI-MU-TIAO-JING-WAN,Chinese Patent Medicine,*
CPM5919,YI-MU-WAN(ETCM),YI-MU-WAN,Chinese Patent Medicine,*
CPM5920,YI-NAO-FU-JIAN-JIAO-NANG(ETCM),YI-NAO-FU-JIAN-JIAO-NANG,Chinese Patent Medicine,*
CPM5921,YI-NAO-JIAO-NANG(ETCM),YI-NAO-JIAO-NANG,Chinese Patent Medicine,*
CPM5922,YI-NAO-NING-PIAN(ETCM),YI-NAO-NING-PIAN,Chinese Patent Medicine,*
CPM5923,YI-PI-XIAO-SHI-PIAN(ETCM),YI-PI-XIAO-SHI-PIAN,Chinese Patent Medicine,*
CPM5924,YI-PI-ZHUANG-SHEN-SAN(ETCM),YI-PI-ZHUANG-SHEN-SAN,Chinese Patent Medicine,*
CPM5925,YI-QI-CONG-MING-WAN(ETCM),YI-QI-CONG-MING-WAN,Chinese Patent Medicine,*
CPM5926,YI-QI-LIU-JUN-WAN(ETCM),YI-QI-LIU-JUN-WAN,Chinese Patent Medicine,*
CPM5927,YI-QI-QIANG-SHEN-KE-LI(ETCM),YI-QI-QIANG-SHEN-KE-LI,Chinese Patent Medicine,*
CPM5928,YI-QI-RUN-CHANG-GAO(ETCM),YI-QI-RUN-CHANG-GAO,Chinese Patent Medicine,*
CPM5929,YI-QI-YANG-XUE-KOU-FU-YE(ETCM),YI-QI-YANG-XUE-KOU-FU-YE,Chinese Patent Medicine,*
CPM5930,YI-QI-YANG-YUAN-CHONG-JI(ETCM),YI-QI-YANG-YUAN-CHONG-JI,Chinese Patent Medicine,*
CPM5931,YI-QI-ZHI-XUE-CHONG-JI(ETCM),YI-QI-ZHI-XUE-CHONG-JI,Chinese Patent Medicine,*
CPM5932,YI-SHEN-LING-WAN(ETCM),YI-SHEN-LING-WAN,Chinese Patent Medicine,*
CPM5933,YI-SHEN-BU-GU-YE(ETCM),YI-SHEN-BU-GU-YE,Chinese Patent Medicine,*
CPM5934,YI-SHEN-LING-CHONG-JI(ETCM),YI-SHEN-LING-CHONG-JI,Chinese Patent Medicine,*
CPM5935,YI-SHEN-QIANG-SHEN-WAN-(KANG-LAO-YAN-NIAN-WAN-)(ETCM),YI-SHEN-QIANG-SHEN-WAN-(KANG-LAO-YAN-NIAN-WAN-),Chinese Patent Medicine,*
CPM5936,YI-SHEN-TANG-JIANG(ETCM),YI-SHEN-TANG-JIANG,Chinese Patent Medicine,*
CPM5937,YI-SHEN-WAN(ETCM),YI-SHEN-WAN,Chinese Patent Medicine,*
CPM5938,YI-SHEN-WU-FA-KOU-FU-YE(ETCM),YI-SHEN-WU-FA-KOU-FU-YE,Chinese Patent Medicine,*
CPM5939,YI-SHEN-XING-YANG-JIAO-NANG(ETCM),YI-SHEN-XING-YANG-JIAO-NANG,Chinese Patent Medicine,*
CPM5940,YI-SHEN-YANG-YUAN-HE-JI(ETCM),YI-SHEN-YANG-YUAN-HE-JI,Chinese Patent Medicine,*
CPM5941,YI-SHEN-YE(ETCM),YI-SHEN-YE,Chinese Patent Medicine,*
CPM5942,YI-SHI-KE-LI(ETCM),YI-SHI-KE-LI,Chinese Patent Medicine,*
CPM5943,YI-SHOU-DA-BU-JIU(ETCM),YI-SHOU-DA-BU-JIU,Chinese Patent Medicine,*
CPM5944,YI-SHOU-QIANG-SHEN-GAO(ETCM),YI-SHOU-QIANG-SHEN-GAO,Chinese Patent Medicine,*
CPM5945,YI-SUI-CHONG-JI(ETCM),YI-SUI-CHONG-JI,Chinese Patent Medicine,*
CPM5946,YI-WEI-GAO(ETCM),YI-WEI-GAO,Chinese Patent Medicine,*
CPM5947,YI-WEI-KOU-FU-YE(ETCM),YI-WEI-KOU-FU-YE,Chinese Patent Medicine,*
CPM5948,YI-XIN-FU-MAI-KE-LI(ETCM),YI-XIN-FU-MAI-KE-LI,Chinese Patent Medicine,*
CPM5949,YI-XIN-NING-SHEN-PIAN(ETCM),YI-XIN-NING-SHEN-PIAN,Chinese Patent Medicine,*
CPM5950,YI-XIN-SHU-JIAO-NANG(ETCM),YI-XIN-SHU-JIAO-NANG,Chinese Patent Medicine,*
CPM5951,YI-XIN-TONG-PIAN(ETCM),YI-XIN-TONG-PIAN,Chinese Patent Medicine,*
CPM5952,YI-XIN-WAN(ETCM),YI-XIN-WAN,Chinese Patent Medicine,*
CPM5953,YI-XU-NING-PIAN(ETCM),YI-XU-NING-PIAN,Chinese Patent Medicine,*
CPM5954,YI-XUE-GAO(ETCM),YI-XUE-GAO,Chinese Patent Medicine,*
CPM5955,YI-XUE-SHENG-JIAO-NANG(ETCM),YI-XUE-SHENG-JIAO-NANG,Chinese Patent Medicine,*
CPM5956,YIN-XU-WEI-TONG-KE-LI(ETCM),YIN-XU-WEI-TONG-KE-LI,Chinese Patent Medicine,*
CPM5957,YIN-XU-WEI-TONG-PIAN(ETCM),YIN-XU-WEI-TONG-PIAN,Chinese Patent Medicine,*
CPM5958,YIN-BAI-GAN-YAN-CHONG-JI(ETCM),YIN-BAI-GAN-YAN-CHONG-JI,Chinese Patent Medicine,*
CPM5959,YIN-CHEN-JIU(ETCM),YIN-CHEN-JIU,Chinese Patent Medicine,*
CPM5960,YIN-CHEN-WU-JU-WAN(ETCM),YIN-CHEN-WU-JU-WAN,Chinese Patent Medicine,*
CPM5961,YIN-CHEN-WU-LING-TANG-JIANG(ETCM),YIN-CHEN-WU-LING-TANG-JIANG,Chinese Patent Medicine,*
CPM5962,YIN-CHEN-WU-LING-WAN(ETCM),YIN-CHEN-WU-LING-WAN,Chinese Patent Medicine,*
CPM5963,YIN-DAN-PING-GAN-JIAO-NANG(ETCM),YIN-DAN-PING-GAN-JIAO-NANG,Chinese Patent Medicine,*
CPM5964,YIN-LIAN-QING-GAN-HE-JI(ETCM),YIN-LIAN-QING-GAN-HE-JI,Chinese Patent Medicine,*
CPM5965,YIN-SHAN-LIAN-KE-LI(ETCM),YIN-SHAN-LIAN-KE-LI,Chinese Patent Medicine,*
CPM5966,YIN-ZHI-HUANG-KOU-FU-YE(ETCM),YIN-ZHI-HUANG-KOU-FU-YE,Chinese Patent Medicine,*
CPM5967,YIN-ZHI-HUANG-ZHU-SHE-YE(ETCM),YIN-ZHI-HUANG-ZHU-SHE-YE,Chinese Patent Medicine,*
CPM5968,YIN-CHAI-HE-JI(ETCM),YIN-CHAI-HE-JI,Chinese Patent Medicine,*
