HAN-SAN-QI	Gene_ID:1652	@<<GADExtractor>> PMID: 16114092 #En1: Radix Notoginseng #En2: DDT *KeyWords: null /***1
CHUAN-HUANG-LIAN	Gene_ID:2703	@<<GADExtractor>> PMID: 22554715 #En1: Rhizoma Coptidis #En2: CAE *KeyWords: null /***1
CHUAN-HUANG-LIAN	Gene_ID:3664	@<<GADExtractor>> PMID: 22086980 #En1: rhizoma coptidis #En2: LPS *KeyWords: null /@<<GADExtractor>> PMID: 21924335 #En1: Rhizoma coptidis #En2: LPS *KeyWords: null /@<<GADExtractor>> PMID: 21924335 #En1: Rhizoma coptidis #En2: LPS *KeyWords: null /@<<GADExtractor>> PMID: 21924335 #En1: Rhizoma coptidis #En2: LPS *KeyWords: null /@<<GADExtractor>> PMID: 21924335 #En1: Rhizoma coptidis #En2: LPS *KeyWords: null /@<<GADExtractor>> PMID: 21924335 #En1: Rhizoma coptidis #En2: LPS *KeyWords: null /***6
CHUAN-HUANG-LIAN	Gene_ID:54658	@<<GADExtractor>> PMID: 21855623 #En1: Rhizoma coptidis #En2: UGT1A1 *KeyWords: inducing /***1
CHUAN-HUANG-LIAN	Gene_ID:51761	@<<GADExtractor>> PMID: 29713285 #En1: Rhizoma Coptidis #En2: mL-1 *KeyWords: null /@<<GADExtractor>> PMID: 29713285 #En1: Rhizoma Coptidis #En2: mL-1 *KeyWords: null /@<<GADExtractor>> PMID: 29713285 #En1: Rhizoma Coptidis #En2: mL-1 *KeyWords: null /***3
CHUAN-HUANG-LIAN	Gene_ID:6690	@<<GADExtractor>> PMID: 29713285 #En1: Rhizoma Coptidis #En2: TCP *KeyWords: sufficient /***1
CHUAN-HUANG-LIAN	Gene_ID:4512	@<<GADExtractor>> PMID: 21466840 #En1: Rhizoma coptidis #En2: COX-1/2 *KeyWords: showed /***1
CHUAN-HUANG-LIAN	Gene_ID:3630	@<<GADExtractor>> PMID: 20939284 #En1: rhizoma coptidis #En2: insulin *KeyWords: null /@<<GADExtractor>> PMID: 20939284 #En1: Rhizoma Coptidis #En2: insulin *KeyWords: null /@<<GADExtractor>> PMID: 20939284 #En1: Rhizoma Coptidis #En2: insulin *KeyWords: reveal /@<<GADExtractor>> PMID: 20939284 #En1: Rhizoma Coptidis #En2: insulin *KeyWords: null /@<<GADExtractor>> PMID: 20939284 #En1: Rhizoma Coptidis #En2: insulin *KeyWords: null /@<<GADExtractor>> PMID: 20939284 #En1: Rhizoma Coptidis #En2: insulin *KeyWords: prevented /***6
CHUAN-HUANG-LIAN	Gene_ID:1906	@<<GADExtractor>> PMID: 32132292 #En1: Rhizoma Coptidis #En2: ET-1 *KeyWords: decreased /@<<GADExtractor>> PMID: 32132292 #En1: Rhizoma Coptidis #En2: ET-1 *KeyWords: reduced /@<<GADExtractor>> PMID: 32132292 #En1: Rhizoma Coptidis #En2: ET-1 *KeyWords: reduced /***3
CHUAN-HUANG-LIAN	Gene_ID:6647	@<<GADExtractor>> PMID: 32132292 #En1: Rhizoma Coptidis #En2: SOD *KeyWords: increased /@<<GADExtractor>> PMID: 32132292 #En1: Rhizoma Coptidis #En2: SOD *KeyWords: increased /***2
CHUAN-HUANG-LIAN	Gene_ID:165904	@<<GADExtractor>> PMID: 27965575 #En1: Rhizoma Coptidis #En2: xin *KeyWords: null /***1
CHUAN-HUANG-LIAN	Gene_ID:2053	@<<GADExtractor>> PMID: 27702689 #En1: Rhizoma coptidis #En2: sEH *KeyWords: null /@<<GADExtractor>> PMID: 27702689 #En1: Rhizoma Coptidis #En2: sEH *KeyWords: null /@<<GADExtractor>> PMID: 27702689 #En1: Rhizoma Coptidis #En2: sEH *KeyWords: anti-inflammatory /@<<GADExtractor>> PMID: 27702689 #En1: Rhizoma Coptidis #En2: sEH *KeyWords: contributes /***4
CHUAN-HUANG-LIAN	Gene_ID:7351	@<<GADExtractor>> PMID: 20353013 #En1: Rhizoma Coptidis #En2: UCP2 *KeyWords: null /***1
CHUAN-HUANG-LIAN	Gene_ID:28982	@<<GADExtractor>> PMID: 19894522 #En1: Rhizoma Coptidis #En2: PCA *KeyWords: using /***1
CHUAN-HUANG-LIAN	Gene_ID:559	@<<GADExtractor>> PMID: 19894522 #En1: Rhizoma Coptidis #En2: PCA *KeyWords: using /***1
CHUAN-HUANG-LIAN	Gene_ID:55079	@<<GADExtractor>> PMID: 17608185 #En1: rhizoma coptidis #En2: TOF *KeyWords: coptidis /***1
XUAN-HU-SU	Gene_ID:7369	@<<GADExtractor>> PMID: 22258341 #En1: Rhizoma Corydalis #En2: THP *KeyWords: null /@<<GADExtractor>> PMID: 22258341 #En1: Rhizoma Corydalis #En2: THP *KeyWords: null /***2
XUAN-HU-SU	Gene_ID:9569	@<<GADExtractor>> PMID: 26813088 #En1: Rhizoma Corydalis #En2: Ben *KeyWords: recorded /***1
GUANG-XI-E-ZHU	Gene_ID:3949	@<<GADExtractor>> PMID: 16181535 #En1: Rhizoma Curcumae #En2: LDL receptor *KeyWords: null /***1
GUANG-XI-E-ZHU	Gene_ID:4780	@<<GADExtractor>> PMID: 30989920 #En1: Rhizoma Curcumae #En2: Nrf2 *KeyWords: null /@<<GADExtractor>> PMID: 30989920 #En1: Rhizoma Curcumae #En2: Nrf2 *KeyWords: null /***2
GUANG-XI-E-ZHU	Gene_ID:2551	@<<GADExtractor>> PMID: 30989920 #En1: Rhizoma Curcumae #En2: Nrf2 *KeyWords: null /@<<GADExtractor>> PMID: 30989920 #En1: Rhizoma Curcumae #En2: Nrf2 *KeyWords: null /***2
GUANG-XI-E-ZHU	Gene_ID:836	@<<GADExtractor>> PMID: 30989920 #En1: Rhizoma Curcumae #En2: caspase-3 *KeyWords: occurring /***1
GUANG-XI-E-ZHU	Gene_ID:842	@<<GADExtractor>> PMID: 30989920 #En1: Rhizoma Curcumae #En2: caspase-9 *KeyWords: occurring /***1
GUANG-XI-E-ZHU	Gene_ID:596	@<<GADExtractor>> PMID: 30989920 #En1: Rhizoma Curcumae #En2: Bcl-2 *KeyWords: showed /***1
GUANG-XI-E-ZHU	Gene_ID:5594	@<<GADExtractor>> PMID: 30989920 #En1: Rhizoma Curcumae #En2: p38 *KeyWords: showed /@<<GADExtractor>> PMID: 32186104 #En1: Rhizoma Curcumae #En2: ERK1/2 *KeyWords: showed /***2
GUANG-XI-E-ZHU	Gene_ID:1398	@<<GADExtractor>> PMID: 30989920 #En1: Rhizoma Curcumae #En2: p38 *KeyWords: showed /***1
GUANG-XI-E-ZHU	Gene_ID:9402	@<<GADExtractor>> PMID: 30989920 #En1: Rhizoma Curcumae #En2: p38 *KeyWords: showed /***1
GUANG-XI-E-ZHU	Gene_ID:1432	@<<GADExtractor>> PMID: 30989920 #En1: Rhizoma Curcumae #En2: p38 *KeyWords: showed /***1
GUANG-XI-E-ZHU	Gene_ID:7965	@<<GADExtractor>> PMID: 30989920 #En1: Rhizoma Curcumae #En2: p38 *KeyWords: showed /***1
GUANG-XI-E-ZHU	Gene_ID:1678	@<<GADExtractor>> PMID: 32185966 #En1: Rhizoma Curcumae #En2: MTS *KeyWords: null /***1
GUANG-XI-E-ZHU	Gene_ID:7422	@<<GADExtractor>> PMID: 32186104 #En1: Rhizoma Curcumae #En2: vascular endothelial growth factor *KeyWords: inhibit /@<<GADExtractor>> PMID: 32186104 #En1: Rhizoma Curcumae #En2: VEGF *KeyWords: hindered /***2
GUANG-XI-E-ZHU	Gene_ID:5595	@<<GADExtractor>> PMID: 32186104 #En1: Rhizoma Curcumae #En2: ERK1/2 *KeyWords: showed /@<<GADExtractor>> PMID: 32186104 #En1: Rhizoma Curcumae #En2: ERK1 *KeyWords: showed /***2
GUANG-XI-E-ZHU	Gene_ID:6403	@<<GADExtractor>> PMID: 24474672 #En1: Rhizoma Curcumae #En2: P-selectin *KeyWords: null /***1
GUANG-XI-E-ZHU	Gene_ID:722	@<<GADExtractor>> PMID: 24474672 #En1: Rhizoma Curcumae #En2: PRP *KeyWords: inhibited /@<<GADExtractor>> PMID: 24474672 #En1: Rhizoma Curcumae #En2: PRP *KeyWords: inhibited /***2
GUANG-XI-E-ZHU	Gene_ID:5621	@<<GADExtractor>> PMID: 24474672 #En1: Rhizoma Curcumae #En2: PRP *KeyWords: inhibited /@<<GADExtractor>> PMID: 24474672 #En1: Rhizoma Curcumae #En2: PRP *KeyWords: inhibited /***2
GUANG-XI-E-ZHU	Gene_ID:9768	@<<GADExtractor>> PMID: 24474672 #En1: Rhizoma Curcumae #En2: PAF *KeyWords: inhibited /***1
GUANG-XI-E-ZHU	Gene_ID:173	@<<GADExtractor>> PMID: 19460686 #En1: Rhizoma Curcumae #En2: Alba *KeyWords: null /@<<GADExtractor>> PMID: 19460686 #En1: Rhizoma Curcumae #En2: Alba *KeyWords: null /***2
CHUAN-SHAN-LONG	Gene_ID:4311	@<<GADExtractor>> PMID: 18837474 #En1: Rhizoma dioscoreae #En2: SFE *KeyWords: null /@<<GADExtractor>> PMID: 18837474 #En1: Rhizoma dioscoreae #En2: SFE *KeyWords: dioscoreae /***2
CHUAN-SHAN-LONG	Gene_ID:55079	@<<GADExtractor>> PMID: 32330320 #En1: Rhizoma Dioscoreae #En2: TOF *KeyWords: null /***1
CHUAN-SHAN-LONG	Gene_ID:6387	@<<GADExtractor>> PMID: 23620384 #En1: Rhizoma Dioscoreae #En2: SDF-1 *KeyWords: based /@<<GADExtractor>> PMID: 23620384 #En1: Rhizoma Dioscoreae Nipponicae #En2: SDF-1 *KeyWords: based /***2
BEI-DOU-GEN	Gene_ID:6468	@<<GADExtractor>> PMID: 29100416 #En1: Rhizoma Menispermi #En2: DAC *KeyWords: null /***1
CHONG-LOU	Gene_ID:26155	@<<GADExtractor>> PMID: 26773264 #En1: Rhizoma paridis #En2: NIR *KeyWords: null /***1
CHONG-LOU	Gene_ID:6120	@<<GADExtractor>> PMID: 22750432 #En1: Rhizoma Paridis #En2: RPE *KeyWords: null /***1
CHONG-LOU	Gene_ID:4780	@<<GADExtractor>> PMID: 31746361 #En1: Rhizoma Paridis #En2: Nrf2 *KeyWords: alleviate /***1
CHONG-LOU	Gene_ID:2551	@<<GADExtractor>> PMID: 31746361 #En1: Rhizoma Paridis #En2: Nrf2 *KeyWords: alleviate /***1
HUANG-JING-ZHI	Gene_ID:836	@<<GADExtractor>> PMID: 25774182 #En1: Rhizoma Polygonati #En2: caspase-3 *KeyWords: downregulate /***1
HUANG-JING-ZHI	Gene_ID:356	@<<GADExtractor>> PMID: 25774182 #En1: Rhizoma Polygonati #En2: FasL *KeyWords: downregulate /***1
HUANG-JING-ZHI	Gene_ID:627	@<<GADExtractor>> PMID: 25774182 #En1: Rhizoma Polygonati #En2: brain-derived neurotrophic factor *KeyWords: downregulate /***1
HUANG-JING-ZHI	Gene_ID:7054	@<<GADExtractor>> PMID: 25774182 #En1: Rhizoma Polygonati #En2: tyrosine hydroxylase *KeyWords: produce /***1
SHENG-JUN	Gene_ID:80218	@<<GADExtractor>> PMID: 30607117 #En1: rhizoma rhei #En2: San *KeyWords: null /@<<GADExtractor>> PMID: 30607117 #En1: rhizoma rhei #En2: San *KeyWords: null /***2
SHENG-JUN	Gene_ID:27241	@<<GADExtractor>> PMID: 18507349 #En1: Rhizoma Rhei ( #En2: C18 *KeyWords: null /@<<GADExtractor>> PMID: 18507349 #En1: Rhizoma Rhei ( #En2: C18 *KeyWords: null /***2
SHENG-JUN	Gene_ID:619501	@<<GADExtractor>> PMID: 28219357 #En1: Rhizoma Rhei ( #En2: HCC *KeyWords: used /@<<GADExtractor>> PMID: 28219357 #En1: Rhizoma Rhei ( #En2: HCC *KeyWords: used /***2
SHENG-JUN	Gene_ID:165904	@<<GADExtractor>> PMID: 27965575 #En1: Rhizoma Rhei ( #En2: xin *KeyWords: null /@<<GADExtractor>> PMID: 27965575 #En1: Rhizoma Rhei ( #En2: xin *KeyWords: null /***2
SHENG-JUN	Gene_ID:348	@<<GADExtractor>> PMID: 15892282 #En1: Rhizoma Rhei ( #En2: ApoE *KeyWords: null /@<<GADExtractor>> PMID: 15892282 #En1: Rhizoma Rhei ( #En2: ApoE *KeyWords: null /***2
XUAN-HU-SU	Gene_ID:173	@<<GADExtractor>> PMID: 29018346 #En1: Rhizoma-Corydalis #En2: Alba *KeyWords: null /***1
DA-HUA-HONG-JING-TIAN	Gene_ID:2768	@<<GADExtractor>> PMID: 30518724 #En1: Rhodiola crenulata #En2: GEP *KeyWords: null /***1
DA-HUA-HONG-JING-TIAN	Gene_ID:84676	@<<GADExtractor>> PMID: 28861973 #En1: Rhodiola crenulata #En2: IRF *KeyWords: selected /@<<GADExtractor>> PMID: 28861973 #En1: Rhodiola crenulata #En2: IRF *KeyWords: respectively; /***2
DA-HUA-HONG-JING-TIAN	Gene_ID:1352	@<<GADExtractor>> PMID: 30878546 #En1: Rhodiola crenulata #En2: COX10 *KeyWords: attenuates /***1
DA-HUA-HONG-JING-TIAN	Gene_ID:5562	@<<GADExtractor>> PMID: 28830211 #En1: Rhodiola crenulata #En2: AMPK *KeyWords: regulate /***1
DA-HUA-HONG-JING-TIAN	Gene_ID:5563	@<<GADExtractor>> PMID: 28830211 #En1: Rhodiola crenulata #En2: AMPK *KeyWords: regulate /***1
DA-HUA-HONG-JING-TIAN	Gene_ID:154	@<<GADExtractor>> PMID: 30292952 #En1: Rhodiola crenulata #En2: beta2-adrenergic receptor *KeyWords: containing /***1
DA-HUA-HONG-JING-TIAN	Gene_ID:55079	@<<GADExtractor>> PMID: 30292952 #En1: Rhodiola crenulata #En2: TOF *KeyWords: using /***1
DA-HUA-HONG-JING-TIAN	Gene_ID:3630	@<<GADExtractor>> PMID: 27405506 #En1: Rhodiola crenulata #En2: insulin *KeyWords: ameliorates /@<<GADExtractor>> PMID: 27405506 #En1: Rhodiola crenulata #En2: insulin *KeyWords: null /***2
DA-HUA-HONG-JING-TIAN	Gene_ID:948	@<<GADExtractor>> PMID: 27405506 #En1: Rhodiola crenulata #En2: CD36 *KeyWords: ameliorates /***1
DA-HUA-HONG-JING-TIAN	Gene_ID:43	@<<GADExtractor>> PMID: 28625836 #En1: Rhodiola crenulata #En2: AChE *KeyWords: ranged /***1
DA-HUA-HONG-JING-TIAN	Gene_ID:4284	@<<GADExtractor>> PMID: 31054452 #En1: Rhodiola crenulata #En2: MIP *KeyWords: null /@<<GADExtractor>> PMID: 31054452 #En1: Rhodiola crenulata #En2: MIP *KeyWords: null /***2
XIA-YE-HONG-JING-TIAN	Gene_ID:1080	@<<GADExtractor>> PMID: 25747701 #En1: Rhodiola kirilowii #En2: cystic fibrosis transmembrane conductance regulator *KeyWords: reveals /***1
SHENG-DI-HONG-JING-TIAN	Gene_ID:7299	@<<GADExtractor>> PMID: 28028844 #En1: Rhodiola sacra #En2: tyrosinase *KeyWords: null /***1
YAN-FU-ZI	Gene_ID:40	@<<GADExtractor>> PMID: 30772482 #En1: Rhus chinensis #En2: ASIC2 *KeyWords: null /@<<GADExtractor>> PMID: 30772482 #En1: Rhus chinensis #En2: ASIC2 *KeyWords: null /***2
YAN-FU-ZI	Gene_ID:3553	@<<GADExtractor>> PMID: 10372651 #En1: Rhus semialata #En2: IL- 1beta *KeyWords: null /***1
MI-JIU	Gene_ID:63826	@<<GADExtractor>> PMID: 31279866 #En1: rice wine #En2: SRR *KeyWords: steamed /***1
MI-JIU	Gene_ID:55079	@<<GADExtractor>> PMID: 30247532 #En1: rice wine #En2: TOF *KeyWords: using /***1
BI-MA-ZI-YU-BI-MA-YOU	Gene_ID:8190	@<<GADExtractor>> PMID: 27142000 #En1: Ricinus communis #En2: MIA *KeyWords: leaves /***1
BA-JI	Gene_ID:4988	@<<GADExtractor>> PMID: 31180668 #En1: root of Morinda officinalis #En2: MOR *KeyWords: null /***1
GUANG-MU-XIANG	Gene_ID:4843	@<<GADExtractor>> PMID: 11100933 #En1: root of Saussurea #En2: iNOS *KeyWords: found /@<<GADExtractor>> PMID: 11100933 #En1: root of Saussurea #En2: iNOS *KeyWords: found /***2
GUANG-MU-XIANG	Gene_ID:51477	@<<GADExtractor>> PMID: 11100933 #En1: root of Saussurea #En2: iNOS *KeyWords: found /@<<GADExtractor>> PMID: 11100933 #En1: root of Saussurea #En2: iNOS *KeyWords: found /***2
YUE-JI-HUA	Gene_ID:2475	@<<GADExtractor>> PMID: 31732156 #En1: Rosa chinensis #En2: FRAP *KeyWords: null /***1
DA-MA-SHI-GE-QIANG-WEI	Gene_ID:43	@<<GADExtractor>> PMID: 24401532 #En1: Rosa damascena #En2: acetylcholinesterase *KeyWords: screened /***1
JIN-YING-ZI	Gene_ID:3664	@<<GADExtractor>> PMID: 19420718 #En1: Rosa laevigata #En2: LPS *KeyWords: acnes /***1
QIANG-WEI-GEN	Gene_ID:6595	@<<GADExtractor>> PMID: 30064041 #En1: Rosa multiflora #En2: BRM *KeyWords: null /***1
QIANG-WEI-GEN	Gene_ID:5465	@<<GADExtractor>> PMID: 27854351 #En1: Rosa multiflora #En2: PPAR *KeyWords: null /@<<GADExtractor>> PMID: 27854351 #En1: Rosa multiflora #En2: PPAR *KeyWords: have /***2
CI-LI	Gene_ID:4318	@<<GADExtractor>> PMID: 25556474 #En1: Rosa Roxburghii #En2: MMP-9 *KeyWords: suppressed /***1
MEI-GUI-HUA	Gene_ID:6120	@<<GADExtractor>> PMID: 28213107 #En1: Rosa rugosa #En2: RPE *KeyWords: null /***1
MEI-GUI-HUA	Gene_ID:6595	@<<GADExtractor>> PMID: 30064041 #En1: Rosa rugosa #En2: BRM *KeyWords: null /***1
MEI-GUI-HUA	Gene_ID:5465	@<<GADExtractor>> PMID: 31100436 #En1: Rosa rugosa #En2: PPAR *KeyWords: exhibited /***1
MEI-GUI-HUA	Gene_ID:345	@<<GADExtractor>> PMID: 31100436 #En1: Rosa rugosa #En2: Apolipoprotein C3 *KeyWords: used /@<<GADExtractor>> PMID: 31100436 #En1: Rosa rugosa #En2: ApoC3 *KeyWords: used /***2
MEI-GUI-HUA	Gene_ID:51761	@<<GADExtractor>> PMID: 16945187 #En1: Rosa rugosa #En2: mL-1 *KeyWords: showed /***1
Rosa[\-\(\)]*sp	Gene_ID:81502	@<<GADExtractor>> PMID: 25856320 #En1: Rosa sp #En2: spp *KeyWords: null /@<<GADExtractor>> PMID: 25856320 #En1: Rosa sp #En2: spp *KeyWords: null /@<<GADExtractor>> PMID: 25856320 #En1: Rosa sp #En2: spp *KeyWords: null /@<<GADExtractor>> PMID: 25856320 #En1: Rosa sp #En2: spp *KeyWords: null /***4
MI-DIE-XIANG	Gene_ID:717	@<<GADExtractor>> PMID: 24647092 #En1: Rosmarinus officinalis #En2: CO2 *KeyWords: null /***1
MI-DIE-XIANG	Gene_ID:1029	@<<GADExtractor>> PMID: 30796762 #En1: Rosmarinus officinalis #En2: MLM *KeyWords: null /***1
QIAN-CAO-GEN	Gene_ID:2811	@<<GADExtractor>> PMID: 29126989 #En1: Rubia cordifolia #En2: BSS *KeyWords: cure /***1
QIAN-CAO-GEN	Gene_ID:207	@<<GADExtractor>> PMID: 30816612 #En1: Rubia cordifolia #En2: AKT1 *KeyWords: null /***1
QIAN-CAO-GEN	Gene_ID:1956	@<<GADExtractor>> PMID: 30816612 #En1: Rubia cordifolia #En2: epidermal growth factor receptor *KeyWords: involved; /***1
QIAN-CAO-GEN	Gene_ID:55079	@<<GADExtractor>> PMID: 28800124 #En1: Rubia cordifolia #En2: TOF *KeyWords: null /***1
QIAN-CAO-GEN	Gene_ID:3664	@<<GADExtractor>> PMID: 23774043 #En1: Rubia cordifolia #En2: LPS *KeyWords: null /***1
QIAN-CAO-GEN	Gene_ID:5319	@<<GADExtractor>> PMID: 31894054 #En1: Rubia cordifolia #En2: PLA2 *KeyWords: inhibited /@<<GADExtractor>> PMID: 31894054 #En1: Rubia cordifolia #En2: PLA2 *KeyWords: inhibited /***2
QIAN-CAO-GEN	Gene_ID:5320	@<<GADExtractor>> PMID: 31894054 #En1: Rubia cordifolia #En2: PLA2 *KeyWords: inhibited /@<<GADExtractor>> PMID: 31894054 #En1: Rubia cordifolia #En2: PLA2 *KeyWords: inhibited /***2
QIAN-CAO-GEN	Gene_ID:6098	@<<GADExtractor>> PMID: 12622461 #En1: Rubia cordifolia #En2: ROS *KeyWords: caused /***1
CHI-FU-LING	Gene_ID:722	@<<GADExtractor>> PMID: 31108794 #En1: Rubra Poria #En2: PRP *KeyWords: null /***1
CHI-FU-LING	Gene_ID:5621	@<<GADExtractor>> PMID: 31108794 #En1: Rubra Poria #En2: PRP *KeyWords: null /***1
CU-YE-XUAN-GOU-ZI	Gene_ID:4043	@<<GADExtractor>> PMID: 22121808 #En1: Rubus alceaefolius #En2: RAP *KeyWords: null /@<<GADExtractor>> PMID: 19848203 #En1: Rubus alceaefolius #En2: RAP *KeyWords: null /***2
CU-YE-XUAN-GOU-ZI	Gene_ID:7249	@<<GADExtractor>> PMID: 22121808 #En1: Rubus alceaefolius #En2: NAFLD *KeyWords: null /@<<GADExtractor>> PMID: 25051256 #En1: Rubus alceaefolius #En2: NAFLD *KeyWords: evaluate /***2
CU-YE-XUAN-GOU-ZI	Gene_ID:1571	@<<GADExtractor>> PMID: 19848203 #En1: Rubus alceaefolius #En2: CYP2E1 *KeyWords: null /@<<GADExtractor>> PMID: 19848203 #En1: Rubus alceaefolius #En2: CYP2E1 *KeyWords: null /***2
SHEN-SHENG-XUAN-GOU-ZI	Gene_ID:3815	@<<GADExtractor>> PMID: 14522443 #En1: Rubus sanctus #En2: Kit *KeyWords: sanctus /***1
SUAN-MO-YE	Gene_ID:207	@<<GADExtractor>> PMID: 26769840 #En1: Rumex acetosa #En2: Akt *KeyWords: induces /***1
SUAN-MO-YE	Gene_ID:4846	@<<GADExtractor>> PMID: 26769840 #En1: Rumex acetosa #En2: eNOS *KeyWords: induces /***1
YANG-TI	Gene_ID:717	@<<GADExtractor>> PMID: 24414969 #En1: Rumex nepalensis #En2: CO2 *KeyWords: studied /@<<GADExtractor>> PMID: 24414969 #En1: Rumex nepalensis #En2: CO2 *KeyWords: studied /***2
NIU-XI-XI	Gene_ID:27241	@<<GADExtractor>> PMID: 29582611 #En1: Rumex patientia #En2: C18 *KeyWords: compared /@<<GADExtractor>> PMID: 29582611 #En1: Rumex patientia #En2: C18 *KeyWords: null /***2
NIU-XI-XI	Gene_ID:6351	@<<GADExtractor>> PMID: 28539746 #En1: Rumex patientia #En2: CCl4 *KeyWords: null /***1
YI-TANG	Gene_ID:173	@<<GADExtractor>> PMID: 31461974 #En1: Saccharum Granorum #En2: Alba *KeyWords: null /***1
LIU-BAI-PI	Gene_ID:6611	@<<GADExtractor>> PMID: 29901171 #En1: Salix babylonica #En2: SPS *KeyWords: null /***1
Salix[\-\(\)]*sp	Gene_ID:81502	@<<GADExtractor>> PMID: 28275210 #En1: Salix sp #En2: spp *KeyWords: null /@<<GADExtractor>> PMID: 28275210 #En1: Salix sp #En2: spp *KeyWords: null /@<<GADExtractor>> PMID: 28275210 #En1: Salix sp #En2: spp *KeyWords: null /***3
Salix[\-\(\)]*sp	Gene_ID:5443	@<<GADExtractor>> PMID: 18191321 #En1: Salix sp #En2: Clip *KeyWords: null /***1
Salix[\-\(\)]*spp	Gene_ID:81502	@<<GADExtractor>> PMID: 28275210 #En1: Salix spp #En2: spp *KeyWords: null /@<<GADExtractor>> PMID: 28275210 #En1: Salix spp #En2: spp *KeyWords: null /@<<GADExtractor>> PMID: 28275210 #En1: Salix spp #En2: spp *KeyWords: null /***3
Salix[\-\(\)]*spp	Gene_ID:5443	@<<GADExtractor>> PMID: 18191321 #En1: Salix spp #En2: Clip *KeyWords: null /***1
DAN-SHEN	Gene_ID:54957	@<<GADExtractor>> PMID: 31105564 #En1: Salvia miltiorrhiza #En2: DLP *KeyWords: null /@<<GADExtractor>> PMID: 31105564 #En1: Salvia miltiorrhiza #En2: DLP *KeyWords: null /***2
DAN-SHEN	Gene_ID:1806	@<<GADExtractor>> PMID: 31105564 #En1: Salvia miltiorrhiza #En2: DHP *KeyWords: null /@<<GADExtractor>> PMID: 31105564 #En1: Salvia miltiorrhiza #En2: DHP *KeyWords: null /***2
DAN-SHEN	Gene_ID:6606	@<<GADExtractor>> PMID: 31105564 #En1: Salvia miltiorrhiza #En2: SMA *KeyWords: mitigates /***1
DAN-SHEN	Gene_ID:56994	@<<GADExtractor>> PMID: 30691497 #En1: Salvia miltiorrhiza #En2: CPT *KeyWords: null /@<<GADExtractor>> PMID: 22614784 #En1: Salvia miltiorrhiza #En2: CPT *KeyWords: null /@<<GADExtractor>> PMID: 27382351 #En1: Salvia miltiorrhiza #En2: CPT *KeyWords: null /@<<GADExtractor>> PMID: 28040437 #En1: Salvia miltiorrhiza #En2: CPT *KeyWords: null /@<<GADExtractor>> PMID: 26459366 #En1: Salvia miltiorrhiza #En2: CPT *KeyWords: null /***5
DAN-SHEN	Gene_ID:79947	@<<GADExtractor>> PMID: 30691497 #En1: Salvia miltiorrhiza #En2: CPT *KeyWords: null /@<<GADExtractor>> PMID: 22614784 #En1: Salvia miltiorrhiza #En2: CPT *KeyWords: null /@<<GADExtractor>> PMID: 27382351 #En1: Salvia miltiorrhiza #En2: CPT *KeyWords: null /@<<GADExtractor>> PMID: 28040437 #En1: Salvia miltiorrhiza #En2: CPT *KeyWords: null /@<<GADExtractor>> PMID: 26459366 #En1: Salvia miltiorrhiza #En2: CPT *KeyWords: null /***5
DAN-SHEN	Gene_ID:5465	@<<GADExtractor>> PMID: 31090336 #En1: Salvia miltiorrhiza #En2: PPAR *KeyWords: null /***1
DAN-SHEN	Gene_ID:57447	@<<GADExtractor>> PMID: 27933510 #En1: Salvia miltiorrhiza #En2: NDRG2 *KeyWords: downstreamregulated /***1
DAN-SHEN	Gene_ID:3664	@<<GADExtractor>> PMID: 23286451 #En1: Salvia miltiorrhiza #En2: LPS *KeyWords: induced /@<<GADExtractor>> PMID: 29328882 #En1: Salvia miltiorrhiza #En2: LPS *KeyWords: null /@<<GADExtractor>> PMID: 31354766 #En1: Salvia miltiorrhiza #En2: PPS *KeyWords: null /@<<GADExtractor>> PMID: 22228586 #En1: Salvia miltiorrhiza #En2: LPS *KeyWords: inhibit /@<<GADExtractor>> PMID: 31074668 #En1: Salvia miltiorrhiza #En2: LPS *KeyWords: null /@<<GADExtractor>> PMID: 26290634 #En1: Salvia miltiorrhiza #En2: LPS *KeyWords: null /@<<GADExtractor>> PMID: 23236833 #En1: Salvia miltiorrhiza #En2: LPS *KeyWords: null /@<<GADExtractor>> PMID: 23236833 #En1: Salvia miltiorrhiza #En2: LPS *KeyWords: null /***8
DAN-SHEN	Gene_ID:9768	@<<GADExtractor>> PMID: 22095927 #En1: Salvia miltiorrhiza #En2: PAF *KeyWords: null /***1
DAN-SHEN	Gene_ID:2167	@<<GADExtractor>> PMID: 30847712 #En1: Salvia miltiorrhiza #En2: AP2 *KeyWords: null /@<<GADExtractor>> PMID: 30847712 #En1: Salvia miltiorrhiza #En2: AP2 *KeyWords: null /@<<GADExtractor>> PMID: 30847712 #En1: Salvia miltiorrhiza #En2: AP2 *KeyWords: null /***3
DAN-SHEN	Gene_ID:7020	@<<GADExtractor>> PMID: 30847712 #En1: Salvia miltiorrhiza #En2: AP2 *KeyWords: null /@<<GADExtractor>> PMID: 30847712 #En1: Salvia miltiorrhiza #En2: AP2 *KeyWords: null /@<<GADExtractor>> PMID: 30847712 #En1: Salvia miltiorrhiza #En2: AP2 *KeyWords: null /***3
