AI-TANG	MESH:D011470	0 @@PMID: 26137029 #En1: Ai Tang #En2: benign prostatic hyperplasia *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D006223	0 @@PMID: 29931924 #En1: eritoneal injection #En2: CS *KeyWords: administered/count: 1
ERITONEALINJECTION	MESH:D000230	0 @@PMID: 29763415 #En1: eritoneal injection #En2: advanced colon adenocarcinoma *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D016472	0 @@PMID: 30094982 #En1: eritoneal injection #En2: anterior horn *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D007319	0 @@PMID: 32237322 #En1: eritoneal injection #En2: heart-kidney insomnia *KeyWords: null/1 @@PMID: 32237322 #En1: eritoneal injection #En2: heart-kidney insomnia *KeyWords: null/count: 2
ERITONEALINJECTION	MESH:D016710	0 @@PMID: 30156077 #En1: eritoneal injection #En2: kidney yin deficiency *KeyWords: null/1 @@PMID: 30156077 #En1: eritoneal injection #En2: kidney yin deficiency *KeyWords: null/count: 2
ERITONEALINJECTION	MESH:D009765	0 @@PMID: 24475077 #En1: eritoneal injection #En2: Obesity *KeyWords: null/1 @@PMID: 31010683 #En1: eritoneal injection #En2: obesity *KeyWords: null/count: 2
ERITONEALINJECTION	MESH:D013119	0 @@PMID: 25206433 #En1: eritoneal injection #En2: spinal cord injury *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D015140	0 @@PMID: 25206462 #En1: eritoneal injection #En2: vascular dementia *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D004938	0 @@PMID: 26646323 #En1: eritoneal injection #En2: esophageal tumor *KeyWords: suppressed/count: 1
ERITONEALINJECTION	MESH:D002252	0 @@PMID: 31226385 #En1: eritoneal injection #En2: Carbon tetrachloride *KeyWords: null/1 @@PMID: 24378353 #En1: eritoneal injection #En2: Carbon tetrachloride *KeyWords: null/2 @@PMID: 30857885 #En1: eritoneal injection #En2: carbon tetrachloride *KeyWords: null/3 @@PMID: 24637190 #En1: eritoneal injection #En2: Carbon tetrachloride *KeyWords: null/4 @@PMID: 31632567 #En1: eritoneal injection #En2: carbon tetrachloride *KeyWords: null/count: 5
ERITONEALINJECTION	MESH:D009123	0 @@PMID: 26226437 #En1: eritoneal injection #En2: unilateral nephrectomy *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D010051	0 @@PMID: 25955120 #En1: eritoneal injection #En2: SKOV-3 ovarian adenocarcinoma *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D053120	0 @@PMID: 23550271 #En1: eritoneal injection #En2: CONTENT WAS AS FOLLOWS *KeyWords: lower/count: 1
ERITONEALINJECTION	MESH:D013927	0 @@PMID: 28785222 #En1: eritoneal injection #En2: arterial thrombus *KeyWords: null/1 @@PMID: 28785222 #En1: eritoneal injection #En2: thrombosis *KeyWords: null/count: 2
ERITONEALINJECTION	MESH:D009103	0 @@PMID: 25902033 #En1: eritoneal injection #En2: MS spleen deficiency syndrome *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D012021	0 @@PMID: 21530203 #En1: eritoneal injection #En2: decreases of renal SOD *KeyWords: caused/count: 1
ERITONEALINJECTION	MESH:C536274	0 @@PMID: 21530203 #En1: eritoneal injection #En2: impairment of renal *KeyWords: caused/count: 1
ERITONEALINJECTION	MESH:D007673	0 @@PMID: 21530203 #En1: eritoneal injection #En2: injury of renal tubules *KeyWords: caused/count: 1
ERITONEALINJECTION	MESH:D016301	0 @@PMID: 31691189 #En1: eritoneal injection #En2: bone loss *KeyWords: null/1 @@PMID: 29625937 #En1: eritoneal injection #En2: bone loss *KeyWords: reduced/count: 2
ERITONEALINJECTION	MESH:D020244	0 @@PMID: 26136889 #En1: eritoneal injection #En2: middle cerebral artery *KeyWords: null/1 @@PMID: 31082455 #En1: eritoneal injection #En2: middle cerebral artery *KeyWords: null/2 @@PMID: 21073942 #En1: eritoneal injection #En2: middle cerebral artery *KeyWords: dissolved/count: 3
ERITONEALINJECTION	MESH:D003922	0 @@PMID: 23384615 #En1: eritoneal injection #En2: Type I diabetes *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D017202	0 @@PMID: 28437377 #En1: eritoneal injection #En2: Renal ischemic *KeyWords: null/1 @@PMID: 31090292 #En1: eritoneal injection #En2: acute myocardial ischemia *KeyWords: null/2 @@PMID: 31090292 #En1: eritoneal injection #En2: acute myocardial ischemia *KeyWords: evaluate/count: 3
ERITONEALINJECTION	MESH:D002545	0 @@PMID: 31082455 #En1: eritoneal injection #En2: cerebral ischemia *KeyWords: mimicked/1 @@PMID: 25206511 #En1: eritoneal injection #En2: cerebral ischemia *KeyWords: null/count: 2
ERITONEALINJECTION	MESH:C536050	0 @@PMID: 31082455 #En1: eritoneal injection #En2: OGD *KeyWords: employing/count: 1
ERITONEALINJECTION	MESH:C538339	0 @@PMID: 21933914 #En1: eritoneal injection #En2: NPC xenograft tumors *KeyWords: led/count: 1
ERITONEALINJECTION	MESH:D020520	0 @@PMID: 22229507 #En1: eritoneal injection #En2: brain infarct *KeyWords: diminished/count: 1
ERITONEALINJECTION	MESH:D009521	0 @@PMID: 25940284 #En1: eritoneal injection #En2: Newcastle disease virus *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D008114	0 @@PMID: 25940284 #En1: eritoneal injection #En2: Novikoff hepatoma *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D006332	0 @@PMID: 29981750 #En1: eritoneal injection #En2: heart hypertrophy *KeyWords: induce/1 @@PMID: 32061912 #En1: eritoneal injection #En2: cardiac hypertrophy *KeyWords: null/count: 2
ERITONEALINJECTION	MESH:D000419	0 @@PMID: 29184392 #En1: eritoneal injection #En2: albuminuria *KeyWords: reduced/count: 1
ERITONEALINJECTION	MESH:C538265	0 @@PMID: 29184392 #En1: eritoneal injection #En2: attenuated renal *KeyWords: reduced/count: 1
ERITONEALINJECTION	MESH:D000402	0 @@PMID: 21473902 #En1: eritoneal injection #En2: airway hyperresponsiveness *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D009059	0 @@PMID: 32004938 #En1: eritoneal injection #En2: mucositis via intraperitoneal *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D007410	0 @@PMID: 32004938 #En1: eritoneal injection #En2: intestinal mucositis *KeyWords: administrated/1 @@PMID: 29901105 #En1: eritoneal injection #En2: intestinal flora disorder *KeyWords: null/count: 2
ERITONEALINJECTION	MESH:D004427	0 @@PMID: 12512455 #En1: eritoneal injection #En2: ear edema *KeyWords: relieve/count: 1
ERITONEALINJECTION	MESH:D015673	0 @@PMID: 20008077 #En1: eritoneal injection #En2: chronic fatigue syndrome *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D000707	0 @@PMID: 25151223 #En1: eritoneal injection #En2: systemic anaphylaxis *KeyWords: exhibit/count: 1
ERITONEALINJECTION	MESH:D010024	0 @@PMID: 29625937 #En1: eritoneal injection #En2: osteoporosis *KeyWords: extracted/1 @@PMID: 29625937 #En1: eritoneal injection #En2: osteoporosis *KeyWords: prevent/2 @@PMID: 29625937 #En1: eritoneal injection #En2: osteoporosis *KeyWords: prevent/3 @@PMID: 29625937 #En1: eritoneal injection #En2: osteoporosis *KeyWords: null/count: 4
ERITONEALINJECTION	MESH:D019512	0 @@PMID: 31642231 #En1: eritoneal injection #En2: Alcoholic pancreatitis *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D003072	0 @@PMID: 28363525 #En1: eritoneal injection #En2: cognitive dysfunction *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D009456	0 @@PMID: 31250662 #En1: eritoneal injection #En2: cerebral I *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D007674	0 @@PMID: 31845094 #En1: eritoneal injection #En2: kidney dysfunction *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D005770	0 @@PMID: 26884941 #En1: eritoneal injection #En2: gastrointestinal tract dysmobility *KeyWords: null/1 @@PMID: 15878355 #En1: eritoneal injection #En2: gastrointestinal tract *KeyWords: results/count: 2
ERITONEALINJECTION	MESH:D055371	0 @@PMID: 29931920 #En1: eritoneal injection #En2: acute lung injury *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:C535387	0 @@PMID: 31010683 #En1: eritoneal injection #En2: PPD *KeyWords: null/1 @@PMID: 31010683 #En1: eritoneal injection #En2: PPD *KeyWords: null/count: 2
ERITONEALINJECTION	MESH:D058496	0 @@PMID: 16552840 #En1: eritoneal injection #En2: SMS *KeyWords: null/count: 1
ERITONEALINJECTION	OMIM:607154	0 @@PMID: 31866616 #En1: eritoneal injection #En2: allergic rhinitis *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:C537591	0 @@PMID: 27626799 #En1: eritoneal injection #En2: SCID *KeyWords: inhibited/count: 1
ERITONEALINJECTION	MESH:D016114	0 @@PMID: 32215177 #En1: eritoneal injection #En2: STS *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D003550	0 @@PMID: 26934449 #En1: eritoneal injection #En2: CF *KeyWords: given/1 @@PMID: 26934449 #En1: eritoneal injection #En2: CF *KeyWords: given/count: 2
ERITONEALINJECTION	MESH:D003930	0 @@PMID: 24195027 #En1: eritoneal injection #En2: diabetic retinopathy *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:C531604	0 @@PMID: 24195027 #En1: eritoneal injection #En2: visual loss and blindness *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D015835	0 @@PMID: 30989980 #En1: eritoneal injection #En2: gastrointestinal motility disorder *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D006930	0 @@PMID: 30547365 #En1: eritoneal injection #En2: hyperalgesia *KeyWords: led/1 @@PMID: 30547365 #En1: eritoneal injection #En2: hyperalgesia *KeyWords: prevented/2 @@PMID: 30547365 #En1: eritoneal injection #En2: hyperalgesia *KeyWords: reduced/count: 3
ERITONEALINJECTION	MESH:C537988	0 @@PMID: 26218952 #En1: eritoneal injection #En2: TSN IIA *KeyWords: null/count: 1
ERITONEALINJECTION	OMIM:300000	0 @@PMID: 23912183 #En1: eritoneal injection #En2: OS *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D002279	0 @@PMID: 29559373 #En1: eritoneal injection #En2: Walker-256 tumor *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D009080	0 @@PMID: 25207104 #En1: eritoneal injection #En2: Kawasaki disease *KeyWords: null/count: 1
ERITONEALINJECTION	OMIM:606824	0 @@PMID: 31790727 #En1: eritoneal injection #En2: GM disorders *KeyWords: null/count: 1
ERITONEALINJECTION	MESH:D011906	0 @@PMID: 27400475 #En1: eritoneal injection #En2: Hyperuricemic rats *KeyWords: null/1 @@PMID: 29720828 #En1: eritoneal injection #En2: hepatotoxicityHepatotoxic rats *KeyWords: confirming/count: 2
ERITONEALINJECTION	MESH:D018149	0 @@PMID: 19358881 #En1: eritoneal injection #En2: glucose tolerance *KeyWords: showed/count: 1
ERITONEALINJECTION	MESH:C541083	0 @@PMID: 28555525 #En1: eritoneal injection #En2: NAFLD *KeyWords: develop/count: 1
ERITONEALINJECTION	MESH:D012871	0 @@PMID: 21504802 #En1: eritoneal injection #En2: skin lesion *KeyWords: inhibited/count: 1
ERITONEALINJECTION	MESH:D008546	0 @@PMID: 19131394 #En1: eritoneal injection #En2: B16 melanoma *KeyWords: abrogated/count: 1
ER-LONG-ZUO-CI-WAN	MESH:D056989	0 @@PMID: 21155246 #En1: er-long-zuo-ci-wan #En2: inferior colliculus *KeyWords: null/1 @@PMID: 21155246 #En1: er-long-zuo-ci-wan #En2: inferior colliculus *KeyWords: null/count: 2
ER-MIAO-WAN	OMIM:162000	0 @@PMID: 15234772 #En1: Ermiao wan #En2: hyperuricemic *KeyWords: demonstrated/1 @@PMID: 15234772 #En1: Ermiao wan #En2: hyperuricemic *KeyWords: equal/2 @@PMID: 15234772 #En1: Ermiao wan #En2: hyperuricemic *KeyWords: null/count: 3
ER-MIAO-SAN	MESH:D001172	0 @@PMID: 32289576 #En1: Ermiaosan #En2: rheumatoid arthritis *KeyWords: null/1 @@PMID: 32289576 #En1: Ermiaosan #En2: rheumatoid arthritis *KeyWords: null/count: 2
ER-MIAO-SAN	MESH:C536528	0 @@PMID: 24815219 #En1: Er-Miao-San #En2: LPS *KeyWords: inhibits/1 @@PMID: 24815219 #En1: Er-Miao-San #En2: LPS *KeyWords: inhibits/count: 2
ER-MIAO-SAN	MESH:D002547	0 @@PMID: 24815219 #En1: Er-Miao-San #En2: CP *KeyWords: contains/1 @@PMID: 24815219 #En1: Er-Miao-San #En2: CP *KeyWords: contains/count: 2
ERXIAN DECOCTION	MESH:D009845	0 @@PMID: 30173462 #En1: Erxian Decoction #En2: oligospermia *KeyWords: null/count: 1
ERXIAN DECOCTION	OMIM:300000	0 @@PMID: 30173462 #En1: Erxian Decoction #En2: OS *KeyWords: null/count: 1
ERXIAN DECOCTION	MESH:D014947	0 @@PMID: 30173462 #En1: Erxian Decoction #En2: stress injury *KeyWords: improve/count: 1
ERXIAN DECOCTION	MESH:D009369	0 @@PMID: 23241639 #En1: Erxian Decoction #En2: tumors *KeyWords: modulating/count: 1
ERXIAN DECOCTION	MESH:D016649	0 @@PMID: 31385218 #En1: Erxian Decoction #En2: Premature Ovarian Failure *KeyWords: null/1 @@PMID: 31385218 #En1: Erxian Decoction #En2: premature ovarian failure *KeyWords: null/2 @@PMID: 31385218 #En1: Erxian Decoction #En2: POF *KeyWords: null/count: 3
ER-XIAN DECOCTION	MESH:D010024	0 @@PMID: 16765003 #En1: Er-Xian Decoction #En2: osteoporosis *KeyWords: ovariectomized/1 @@PMID: 25422555 #En1: Er-Xian Decoction #En2: osteoporosis *KeyWords: null/2 @@PMID: 22174622 #En1: Er-Xian Decoction #En2: osteoporosis *KeyWords: used/3 @@PMID: 23227099 #En1: Er-Xian Decoction #En2: osteoporosis *KeyWords: used/count: 4
ER-XIAN DECOCTION	MESH:D007029	0 @@PMID: 25422555 #En1: Er-Xian Decoction #En2: hypothalamic-pituitary *KeyWords: intervening/count: 1
ER-XIAN DECOCTION	MESH:D008594	0 @@PMID: 25422555 #En1: Er-Xian Decoction #En2: menopausal syndrome *KeyWords: null/count: 1
ER-XIAN DECOCTION	MESH:C535700	0 @@PMID: 27064269 #En1: Er-Xian Decoction #En2: Bone Mesenchymal *KeyWords: Stimulates/count: 1
ER-XIAN DECOCTION	MESH:D015663	0 @@PMID: 27064269 #En1: Er-Xian Decoction #En2: postmenopausal osteoporosis *KeyWords: used/1 @@PMID: 22174622 #En1: Er-Xian Decoction #En2: postmenopausal osteoporosis *KeyWords: null/2 @@PMID: 24707871 #En1: Er-xian Decoction #En2: postmenopausal osteoporosis *KeyWords: prescribed/count: 3
ER-XIAN DECOCTION	MESH:D017119	0 @@PMID: 24707871 #En1: Er-xian Decoction #En2: HEP *KeyWords: containing/count: 1
ERYNGIIPOWDER	MESH:D009369	0 @@PMID: 24650999 #En1: eryngii powder #En2: cancer *KeyWords: null/count: 1
ER-ZHI-WAN	MESH:D008659	0 @@PMID: 27914526 #En1: Erzhiwan #En2: menopausal metabolic syndrome *KeyWords: improves/1 @@PMID: 27914526 #En1: Erzhiwan #En2: menopausal metabolic syndrome *KeyWords: improves/count: 2
ER-ZHI-WAN	MESH:D010335	0 @@PMID: 30111749 #En1: Erzhiwan #En2: Analytic Hierarchy Process *KeyWords: null/count: 1
ER-ZHI-WAN	MESH:D015663	0 @@PMID: 24354584 #En1: Er-Zhi-Wan #En2: menopausal osteoporosis *KeyWords: preventing/count: 1
ER-ZHI-WAN	MESH:D058866	0 @@PMID: 24496689 #En1: Er-Zhi-Wan #En2: osteoporotic femur *KeyWords: had/1 @@PMID: 24496689 #En1: Er-Zhi-Wan #En2: osteoporotic femur *KeyWords: had/count: 2
ER-ZHI-WAN	MESH:D016301	0 @@PMID: 24496689 #En1: Er-Zhi-Wan #En2: osteoporosis of alveolar bone *KeyWords: null/1 @@PMID: 24496689 #En1: Er-Zhi-Wan #En2: osteoporosis of alveolar bone *KeyWords: null/count: 2
ER-ZHI-WAN	MESH:D008107	0 @@PMID: 25245419 #En1: Er-Zhi-Wan #En2: liver injury *KeyWords: null/1 @@PMID: 25245419 #En1: Er-Zhi-Wan #En2: liver injury *KeyWords: null/count: 2
ER-ZHI-WAN	MESH:D016710	0 @@PMID: 30690072 #En1: Er-Zhi-Wan #En2: liver-kidney Yin deficiency syndrome of Traditional *KeyWords: treating/count: 1
ER-ZHI-WAN	MESH:D007674	0 @@PMID: 30690072 #En1: Er-Zhi-Wan #En2: kidney diseases *KeyWords: treat/count: 1
ER-ZHI-WAN	MESH:D010024	0 @@PMID: 22001072 #En1: Er-Zhi-Wan #En2: ovariectomy-induced osteoporosis *KeyWords: prevent/count: 1
EXTERNAL/INTERNALCAPSULE	MESH:D013734	0 @@PMID: 25203634 #En1: external/internal capsule #En2: AIS *KeyWords: null/1 @@PMID: 25203634 #En1: external/internal capsule #En2: AIS *KeyWords: null/count: 2
EXTERNAL/INTERNALCAPSULE	MESH:D001480	0 @@PMID: 25203634 #En1: external/internal capsule #En2: basal ganglia *KeyWords: null/count: 1
FANG-FENG-TONG-SHENG-SAN	MESH:D009765	0 @@PMID: 29423591 #En1: fang feng tong sheng san #En2: obesity *KeyWords: treat/1 @@PMID: 29423591 #En1: fang feng tong sheng san #En2: obesity *KeyWords: treat/2 @@PMID: 29588201 #En1: fangfengtongshengsan #En2: obesity *KeyWords: treating/count: 3
FANG-FENG-TONG-SHENG-SAN	MESH:D008659	0 @@PMID: 29423591 #En1: fang feng tong sheng san #En2: metabolic syndrome *KeyWords: treat/1 @@PMID: 29423591 #En1: fang feng tong sheng san #En2: metabolic syndrome *KeyWords: treat/2 @@PMID: 29588201 #En1: fangfengtongshengsan #En2: metabolic syndrome *KeyWords: treating/count: 3
FANG-FENG-TANG	MESH:D015794	0 @@PMID: 26721214 #En1: Fang-Feng-Tang #En2: CHM *KeyWords: null/1 @@PMID: 30618764 #En1: Fang-Feng-Tang #En2: CHM *KeyWords: null/2 @@PMID: 30618764 #En1: Fang-Feng-Tang #En2: CHM *KeyWords: null/3 @@PMID: 26721214 #En1: Fang-Feng-Tang #En2: CHM *KeyWords: null/count: 4
FANG-FENG-TANG	MESH:D017889	0 @@PMID: 30618764 #En1: Fang-Feng-Tang #En2: XFS *KeyWords: null/1 @@PMID: 30618764 #En1: Fang-Feng-Tang #En2: XFS *KeyWords: null/count: 2
FANG-FENG-TANG	MESH:D001168	0 @@PMID: 11527077 #En1: fang-feng-tang #En2: arthritis *KeyWords: null/count: 1
FANG-FENG-TONG-SHENG-SAN	MESH:D015794	0 @@PMID: 20688304 #En1: Fang-feng-tong-sheng-san #En2: CHM *KeyWords: null/1 @@PMID: 20688304 #En1: Fang-feng-tong-sheng-san #En2: CHM *KeyWords: null/count: 2
FANGJIDIHUANG DECOCTION	MESH:D013577	0 @@PMID: 30989929 #En1: Fangji Dihuang Decoction #En2: Fangji Dihuang Decoction formula syndrome and Fengyin Decoction formula syndrome *KeyWords: null/1 @@PMID: 30989929 #En1: Fangji Dihuang Decoction #En2: Fangji Dihuang Decoction syndrome and Fengyin Decoction syndrome *KeyWords: null/count: 2
FANGJIDIHUANG DECOCTION	MESH:D001523	0 @@PMID: 30989929 #En1: Fangji Dihuang Decoction #En2: mental disorders *KeyWords: null/count: 1
FANGJIHUANGQI DECOCTION	MESH:D052456	0 @@PMID: 31252309 #En1: Fangji Huangqi Decoction #En2: FHD *KeyWords: null/count: 1
FANGJIHUANGQI DECOCTION	MESH:D009369	0 @@PMID: 32037729 #En1: Fangjihuangqi Decoction #En2: decreases tumor *KeyWords: null/1 @@PMID: 32037729 #En1: Fangjihuangqi Decoction #En2: tumor *KeyWords: null/2 @@PMID: 32037729 #En1: Fangjihuangqi Decoction #En2: cancer *KeyWords: null/3 @@PMID: 32037729 #En1: Fangjihuangqi Decoction #En2: tumor *KeyWords: restrain/4 @@PMID: 32037729 #En1: Fangjihuangqi Decoction #En2: tumor neoplastic *KeyWords: reduce/5 @@PMID: 32037729 #En1: Fangjihuangqi Decoction #En2: tumor *KeyWords: reduce/count: 6
FANGJIHUANGQI DECOCTION	MESH:D001943	0 @@PMID: 32037729 #En1: Fangjihuangqi Decoction #En2: triple-negative breast cancer xenografts tumor *KeyWords: decreases/count: 1
FANGJIHUANGQI DECOCTION	MESH:D015861	0 @@PMID: 32037729 #En1: Fangjihuangqi Decoction #En2: tumor neovascularization *KeyWords: restrain/count: 1
FANGJIHUANGQI DECOCTION	MESH:D007674	0 @@PMID: 31252309 #En1: FangjiHuangqi Decoction #En2: nephropathy *KeyWords: null/count: 1
FANG-JI-TANG	MESH:D006333	0 @@PMID: 9519794 #En1: Fang-Ji-Tang #En2: heart failure *KeyWords: null/1 @@PMID: 9519794 #En1: Fang-Ji-Tang #En2: heart failure *KeyWords: null/2 @@PMID: 9519794 #En1: Fang-Ji-Tang #En2: heart failure *KeyWords: showed/count: 3
FANG-JI-TANG	MESH:D014777	0 @@PMID: 9519794 #En1: Fang-Ji-Tang #En2: encephalomyocarditis virus *KeyWords: added/count: 1
FCAINJECTION	MESH:D006940	0 @@PMID: 18708134 #En1: FCA injection #En2: hyperemia *KeyWords: produced/count: 1
FCAINJECTION	MESH:D007249	0 @@PMID: 27785943 #En1: FCA injection #En2: inflammation and edema *KeyWords: induced/count: 1
FEIJI DECOCTION	MESH:D008175	0 @@PMID: 22237121 #En1: Feiji Decoction #En2: lung cancer *KeyWords: soothing/1 @@PMID: 22237121 #En1: Feiji Decoction #En2: lung cancer *KeyWords: improve/2 @@PMID: 22510506 #En1: Feiji Decoction #En2: lung cancer *KeyWords: null/3 @@PMID: 22510506 #En1: Feiji Decoction #En2: lung cancer *KeyWords: soothing/4 @@PMID: 22510506 #En1: Feiji Decoction #En2: lung cancer *KeyWords: alleviate/count: 5
FEIJI DECOCTION	MESH:D001008	0 @@PMID: 22510506 #En1: Feiji Decoction #En2: anxiety *KeyWords: soothing/1 @@PMID: 22510506 #En1: Feiji Decoction #En2: anxiety *KeyWords: alleviate/count: 2
FEIJINING DECOCTION	MESH:D018827	0 @@PMID: 26137245 #En1: Feijining Decoction #En2: Lewis lung carcinoma *KeyWords: null/1 @@PMID: 26137245 #En1: Feijining Decoction #En2: Lewis lung carcinoma *KeyWords: null/count: 2
FEITAICAPSULE	MESH:D008175	0 @@PMID: 19615313 #En1: Feitai Capsule #En2: lung cancer *KeyWords: null/count: 1
FEIYANGCHANGWEIYANCAPSULE	MESH:D000292	0 @@PMID: 31312226 #En1: Feiyangchangweiyan Capsule #En2: Pelvic Inflammatory Disease *KeyWords: null/count: 1
FEIYANGCHANGWEIYANCAPSULE	MESH:D009103	0 @@PMID: 31531076 #En1: Feiyangchangweiyan Capsule #En2: HPLC-DAD-ESI-MS/MS *KeyWords: null/count: 1
FEIYANGCHANGWEIYANCAPSULE	MESH:D004403	0 @@PMID: 31312226 #En1: Feiyangchangweiyan capsule #En2: bacterial dysentery *KeyWords: treat/1 @@PMID: 31531076 #En1: FeiYangchangweiyan capsule #En2: bacterial dysentery *KeyWords: treat/count: 2
FEIYANGCHANGWEIYANCAPSULE	MESH:D005759	0 @@PMID: 31312226 #En1: Feiyangchangweiyan capsule #En2: chronic gastroenteritis *KeyWords: treat/1 @@PMID: 31531076 #En1: FeiYangchangweiyan capsule #En2: chronic gastroenteritis *KeyWords: treat/count: 2
FEIYANNING DECOCTION	MESH:D018827	0 @@PMID: 22587982 #En1: Feiyanning Decoction #En2: Lewis lung carcinoma *KeyWords: bearing/count: 1
FEIYANNING DECOCTION	MESH:D008175	0 @@PMID: 22587982 #En1: Feiyanning Decoction #En2: Lewis lung cancer *KeyWords: null/1 @@PMID: 19284955 #En1: Feiyanning Decoction #En2: lung cancer *KeyWords: inhibit/2 @@PMID: 18559241 #En1: Feiyanning Decoction #En2: lung cancer *KeyWords: effective/3 @@PMID: 19284956 #En1: Feiyanning Decoction #En2: lung cancer *KeyWords: inhibiting/count: 4
FEIYANNING DECOCTION	MESH:D009369	0 @@PMID: 22704420 #En1: Feiyanning Decoction #En2: tumor *KeyWords: null/1 @@PMID: 22704420 #En1: Feiyanning Decoction #En2: tumor *KeyWords: null/2 @@PMID: 19284955 #En1: Feiyanning Decoction #En2: tumor *KeyWords: null/3 @@PMID: 19284955 #En1: Feiyanning Decoction #En2: tumor *KeyWords: null/4 @@PMID: 19671412 #En1: Feiyanning Decoction #En2: tumor *KeyWords: null/5 @@PMID: 19671412 #En1: Feiyanning Decoction #En2: tumor *KeyWords: induced/6 @@PMID: 18559241 #En1: Feiyanning Decoction #En2: tumors *KeyWords: inhibiting/7 @@PMID: 18559241 #En1: Feiyanning Decoction #En2: tumors *KeyWords: inhibiting/count: 8
FEIYANNING DECOCTION	MESH:C538231	0 @@PMID: 22704420 #En1: Feiyanning Decoction #En2: lung adenocarcinoma *KeyWords: null/1 @@PMID: 22704420 #En1: Feiyanning Decoction #En2: lung adenocarcinoma epithelial *KeyWords: null/2 @@PMID: 19284955 #En1: Feiyanning Decoction #En2: lung adenocarcinoma *KeyWords: null/3 @@PMID: 19284955 #En1: Feiyanning Decoction #En2: lung adenocarcinoma *KeyWords: null/4 @@PMID: 19671412 #En1: Feiyanning Decoction #En2: lung adenocarcinoma *KeyWords: null/5 @@PMID: 19671412 #En1: Feiyanning Decoction #En2: lung adenocarcinoma *KeyWords: null/6 @@PMID: 18559241 #En1: Feiyanning Decoction #En2: lung adenocarcinoma *KeyWords: null/count: 7
FEIYANNING DECOCTION	MESH:D000860	0 @@PMID: 18559241 #En1: Feiyanning Decoction #En2: hypoxia *KeyWords: down-regulates/count: 1
FENGPOWDER	MESH:D013160	0 @@PMID: 23596817 #En1: feng powder #En2: spleen-deficiency *KeyWords: null/1 @@PMID: 23596817 #En1: feng powder #En2: spleen-deficiency *KeyWords: null/count: 2
FENGPOWDER	MESH:D014133	0 @@PMID: 1301851 #En1: feng powder #En2: tracheal mucosa *KeyWords: null/count: 1
FENGPOWDER	MESH:D029481	0 @@PMID: 1301851 #En1: feng powder #En2: chronic bronchitis *KeyWords: null/count: 1
FENGPOWDER	MESH:D006528	0 @@PMID: 22679727 #En1: feng powder #En2: hepatocellular carcinoma *KeyWords: induced/count: 1
FENGSHININGCAPSULE	MESH:D001168	0 @@PMID: 24483119 #En1: Fengshining Capsule #En2: arthritis *KeyWords: null/count: 1
FENGSHININGCAPSULE	MESH:D001172	0 @@PMID: 24483119 #En1: Fengshining Capsule #En2: rheumatoid arthritis *KeyWords: null/count: 1
FENGTONGNINGTABLET	MESH:D001168	0 @@PMID: 23646485 #En1: fengtongning tablet #En2: arthritis *KeyWords: null/1 @@PMID: 23646485 #En1: Fengtongning Tablet #En2: arthritis *KeyWords: null/count: 2
FENGYIN DECOCTION	MESH:D013577	0 @@PMID: 30989929 #En1: Fengyin Decoction #En2: Fangji Dihuang Decoction formula syndrome and Fengyin Decoction formula syndrome *KeyWords: null/1 @@PMID: 30989929 #En1: Fengyin Decoction #En2: Fangji Dihuang Decoction syndrome and Fengyin Decoction syndrome *KeyWords: null/count: 2
FENGYIN DECOCTION	MESH:D001523	0 @@PMID: 30989929 #En1: Fengyin Decoction #En2: mental disorders *KeyWords: null/count: 1
FLOWER DECOCTION	MESH:D009336	0 @@PMID: 31827551 #En1: Flower Decoction #En2: Antitumor Necrosis Factor Effect *KeyWords: null/count: 1
FLOWER DECOCTION	MESH:D003930	0 @@PMID: 31827551 #En1: Flower Decoction #En2: Diabetic Retinopathy *KeyWords: null/count: 1
