HAN-SAN-QI	GeneID:1652	0 @@PMID: 16114092 #En1: Radix Notoginseng #En2: DDT *KeyWords: null	 count:1
DAN-SHEN	562	0 @@PMID: 28303551 #En1: Salvia miltiorrhiza #En2: Escherichia coli *KeyWords: null/1 @@PMID: 28303551 #En1: Salvia miltiorrhiza #En2: Escherichia coli *KeyWords: null	 count:2
DAN-SHEN	GeneID:9768	0 @@PMID: 22095927 #En1: Salvia miltiorrhiza #En2: PAF *KeyWords: null	 count:1
DAN-SHEN	GeneID:57249768	0 @@PMID: 22095927 #En1: Salvia miltiorrhiza #En2: PAF *KeyWords: null	 count:1
DAN-SHEN	5691	0 @@PMID: 21412700 #En1: Salvia miltiorrhiza #En2: Trypanosoma brucei *KeyWords: active	 count:1
DAN-SHEN	5833	0 @@PMID: 21412700 #En1: Salvia miltiorrhiza #En2: Plasmodium falciparum *KeyWords: active	 count:1
DAN-SHEN	7955	0 @@PMID: 32322295 #En1: Salvia miltiorrhiza #En2: zebrafish *KeyWords: null/1 @@PMID: 29017932 #En1: Salvia miltiorrhiza #En2: zebrafish *KeyWords: null	 count:2
DAN-SHEN	GeneID:297170202167	0 @@PMID: 30847712 #En1: Salvia miltiorrhiza #En2: AP2 *KeyWords: null/1 @@PMID: 30847712 #En1: Salvia miltiorrhiza #En2: AP2 *KeyWords: null/2 @@PMID: 30847712 #En1: Salvia miltiorrhiza #En2: AP2 *KeyWords: null	 count:3
DAN-SHEN	GeneID:2167	0 @@PMID: 30847712 #En1: Salvia miltiorrhiza #En2: AP2 *KeyWords: null/1 @@PMID: 30847712 #En1: Salvia miltiorrhiza #En2: AP2 *KeyWords: null/2 @@PMID: 30847712 #En1: Salvia miltiorrhiza #En2: AP2 *KeyWords: null	 count:3
DAN-SHEN	GeneID:2077	0 @@PMID: 30847712 #En1: Salvia miltiorrhiza #En2: ERF *KeyWords: null/1 @@PMID: 30847712 #En1: Salvia miltiorrhiza #En2: ERF *KeyWords: null/2 @@PMID: 30847712 #En1: Salvia miltiorrhiza #En2: ERF *KeyWords: null	 count:3
DAN-SHEN	GeneID:5728	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PTEN *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PTEN *KeyWords: null/2 @@PMID: 29254189 #En1: Salvia miltiorrhiza #En2: PTEN *KeyWords: inhibits	 count:3
DAN-SHEN	GeneID:5290	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:24755290	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:247552906198	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:5295	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/2 @@PMID: 27228090 #En1: Salvia miltiorrhiza #En2: GRb1 *KeyWords: used	 count:3
DAN-SHEN	GeneID:215852901398	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:887452955290	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:65336152904217	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:75045294	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:52905595	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:52931398	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:13985293	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:5290100616443	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:529011078	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:52905294	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:5293	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:529055951398	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:13985290	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:52955293	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:43125290	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:529010018	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:230385290	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:57285290	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:247529235290	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:105245290	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:2475845575290	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:355335765290	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:52915290	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:35152905293	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:52903320	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:20125290	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:5293940	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:52906506	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:5294	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:52906198	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:52908503	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:52953762	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:52905662	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:64465294	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:2475529055951390	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:52905266	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:52935266	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: PI3K *KeyWords: null	 count:2
DAN-SHEN	GeneID:207	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: Akt *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: Akt *KeyWords: null/2 @@PMID: 19610045 #En1: Salvia miltiorrhiza #En2: Akt *KeyWords: inhibits/3 @@PMID: 31816891 #En1: Salvia miltiorrhiza #En2: Salvianolic acid B *KeyWords: null/4 @@PMID: 26873077 #En1: Salvia Miltiorrhiza #En2: Akt *KeyWords: null/5 @@PMID: 27941340 #En1: Salvia miltiorrhiza #En2: Salvianolic acid B *KeyWords: null/6 @@PMID: 25034045 #En1: Salvia miltiorrhiza #En2: Salvianolic acid B *KeyWords: null/7 @@PMID: 29421539 #En1: Salvia miltiorrhiza #En2: Salvianolic acid B *KeyWords: null	 count:8
DAN-SHEN	GeneID:207208	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: Akt *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: Akt *KeyWords: null/2 @@PMID: 19610045 #En1: Salvia miltiorrhiza #En2: Akt *KeyWords: inhibits/3 @@PMID: 26873077 #En1: Salvia Miltiorrhiza #En2: Akt *KeyWords: null	 count:4
DAN-SHEN	GeneID:20710000	0 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: Akt *KeyWords: null/1 @@PMID: 28088493 #En1: Salvia miltiorrhiza #En2: Akt *KeyWords: null/2 @@PMID: 19610045 #En1: Salvia miltiorrhiza #En2: Akt *KeyWords: inhibits/3 @@PMID: 26873077 #En1: Salvia Miltiorrhiza #En2: Akt *KeyWords: null	 count:4
DAN-SHEN	GeneID:7124	0 @@PMID: 16039554 #En1: Salvia miltiorrhiza #En2: tumor necrosis factor-alpha *KeyWords: attenuates/1 @@PMID: 11500927 #En1: Salvia miltiorrhiza #En2: tumor necrosis factor-alpha *KeyWords: null/2 @@PMID: 11500927 #En1: Salvia miltiorrhiza #En2: TNF-alpha *KeyWords: null	 count:3
DAN-SHEN	GeneID:9467	0 @@PMID: 19363236 #En1: Salvia miltiorrhiza #En2: SAB *KeyWords: null/1 @@PMID: 12425809 #En1: Salvia miltiorrhiza #En2: SA-B *KeyWords: null/2 @@PMID: 27228090 #En1: Salvia miltiorrhiza #En2: SAB *KeyWords: used/3 @@PMID: 29782791 #En1: Salvia miltiorrhiza #En2: SAB *KeyWords: null/4 @@PMID: 22370525 #En1: Salvia miltiorrhiza #En2: SaB *KeyWords: null/5 @@PMID: 30530290 #En1: Salvia miltiorrhiza #En2: SAB *KeyWords: null/6 @@PMID: 31031620 #En1: Salvia miltiorrhiza #En2: SA-B *KeyWords: attenuated/7 @@PMID: 21860657 #En1: Salvia miltiorrhiza #En2: SA-B *KeyWords: null/8 @@PMID: 17005083 #En1: Salvia Miltiorrhiza #En2: SAB *KeyWords: null/9 @@PMID: 28603997 #En1: Salvia miltiorrhiza #En2: SAB *KeyWords: null/10 @@PMID: 22579600 #En1: Salvia miltiorrhiza #En2: SAB *KeyWords: null	 count:11
DAN-SHEN	4054	0 @@PMID: 26092628 #En1: Salvia miltiorrhiza #En2: ginseng *KeyWords: null/1 @@PMID: 31654796 #En1: Salvia miltiorrhiza #En2: ginseng *KeyWords: null/2 @@PMID: 29254189 #En1: Salvia miltiorrhiza #En2: ginseng *KeyWords: null/3 @@PMID: 29254189 #En1: Salvia miltiorrhiza #En2: Ginseng *KeyWords: null/4 @@PMID: 29254189 #En1: Salvia miltiorrhiza #En2: Ginseng *KeyWords: composed/5 @@PMID: 25467854 #En1: Salvia miltiorrhiza #En2: ginseng *KeyWords: null/6 @@PMID: 22316391 #En1: salvia miltiorrhiza #En2: ginseng *KeyWords: null/7 @@PMID: 15551396 #En1: Salvia miltiorrhiza #En2: ginseng *KeyWords: null/8 @@PMID: 27228090 #En1: Salvia miltiorrhiza #En2: ginseng *KeyWords: null/9 @@PMID: 26473821 #En1: Salvia miltiorrhiza #En2: ginseng *KeyWords: null/10 @@PMID: 29751696 #En1: Salvia miltiorrhiza #En2: ginseng *KeyWords: null/11 @@PMID: 31866614 #En1: salvia miltiorrhiza #En2: ginseng *KeyWords: null/12 @@PMID: 29787993 #En1: Salvia miltiorrhiza #En2: Ginseng *KeyWords: null/13 @@PMID: 28042305 #En1: Salvia miltiorrhiza #En2: ginseng *KeyWords: null/14 @@PMID: 23785989 #En1: Salvia miltiorrhiza #En2: ginseng *KeyWords: null/15 @@PMID: 26591367 #En1: Salvia Miltiorrhiza #En2: Ginseng *KeyWords: null/16 @@PMID: 26591367 #En1: Salvia Miltiorrhiza #En2: Ginseng *KeyWords: null/17 @@PMID: 10920504 #En1: Salvia miltiorrhiza #En2: Ginseng *KeyWords: null/18 @@PMID: 23548131 #En1: Salvia miltiorrhiza #En2: ginseng *KeyWords: null/19 @@PMID: 23548131 #En1: Salvia miltiorrhiza #En2: ginseng *KeyWords: null	 count:20
DAN-SHEN	486152	0 @@PMID: 31654796 #En1: Salvia miltiorrhiza #En2: Whitmania pigra *KeyWords: null	 count:1
DAN-SHEN	3311	0 @@PMID: 23895152 #En1: Salvia miltiorrhiza #En2: Ginkgo biloba *KeyWords: null/1 @@PMID: 26634631 #En1: Salvia miltiorrhiza #En2: Ginkgo biloba *KeyWords: bulbus/2 @@PMID: 16759447 #En1: Salvia miltiorrhiza #En2: Ginkgo biloba *KeyWords: null/3 @@PMID: 16759447 #En1: Salvia miltiorrhiza #En2: Ginkgo biloba *KeyWords: have/4 @@PMID: 11302779 #En1: Salvia miltiorrhiza #En2: Ginkgo biloba *KeyWords: shown/5 @@PMID: 28042305 #En1: Salvia miltiorrhiza #En2: Ginkgo biloba *KeyWords: null/6 @@PMID: 10920504 #En1: Salvia miltiorrhiza #En2: Ginkgo *KeyWords: reinforce	 count:7
DAN-SHEN	9823	0 @@PMID: 30226574 #En1: Salvia miltiorrhiza #En2: pig *KeyWords: null/1 @@PMID: 28167972 #En1: Salvia miltiorrhiza #En2: porcine *KeyWords: null/2 @@PMID: 21189568 #En1: salvia miltiorrhiza #En2: pigs *KeyWords: null	 count:3
DAN-SHEN	GeneID:26472	0 @@PMID: 3799531 #En1: Salvia miltiorrhiza #En2: PNG *KeyWords: studied	 count:1
DAN-SHEN	GeneID:2875	0 @@PMID: 30122581 #En1: Salvia miltiorrhiza #En2: GPT *KeyWords: sinensis	 count:1
DAN-SHEN	GeneID:1121	0 @@PMID: 30122581 #En1: Salvia miltiorrhiza #En2: CHM *KeyWords: sinensis/1 @@PMID: 28807163 #En1: Salvia miltiorrhiza #En2: CHM *KeyWords: null/2 @@PMID: 32147062 #En1: Salvia miltiorrhiza #En2: CHM *KeyWords: null	 count:3
DAN-SHEN	GeneID:5498	0 @@PMID: 28304398 #En1: Salvia miltiorrhiza #En2: polyphenol oxidase *KeyWords: null	 count:1
DAN-SHEN	GeneID:4597	0 @@PMID: 28871685 #En1: Salvia miltiorrhiza #En2: MVD *KeyWords: null/1 @@PMID: 28871685 #En1: Salvia miltiorrhiza #En2: MVD *KeyWords: null	 count:2
DAN-SHEN	9986	0 @@PMID: 17963322 #En1: Salvia miltiorrhiza #En2: rabbits *KeyWords: null/1 @@PMID: 17963322 #En1: Salvia miltiorrhiza #En2: rabbits *KeyWords: null/2 @@PMID: 23790340 #En1: Salvia miltiorrhiza #En2: rabbits *KeyWords: null/3 @@PMID: 9387712 #En1: salvia miltiorrhiza #En2: rabbits *KeyWords: induced/4 @@PMID: 9387712 #En1: salvia miltiorrhiza #En2: rabbits *KeyWords: induced/5 @@PMID: 9514418 #En1: Salvia miltiorrhiza #En2: rabbits *KeyWords: null/6 @@PMID: 11819604 #En1: Salvia miltiorrhiza #En2: rabbit *KeyWords: increased/7 @@PMID: 20607528 #En1: Salvia miltiorrhiza #En2: rabbits *KeyWords: miltiorrhiza/8 @@PMID: 26446419 #En1: Salvia miltiorrhiza #En2: Rabbit *KeyWords: Enhances/9 @@PMID: 26446419 #En1: Salvia miltiorrhiza #En2: rabbit *KeyWords: null	 count:10
DAN-SHEN	287	0 @@PMID: 28808259 #En1: Salvia miltiorrhiza #En2: Pseudomonas aeruginosa *KeyWords: null	 count:1
DAN-SHEN	GeneID:406951	0 @@PMID: 25970825 #En1: Salvia miltiorrhiza #En2: miR162 *KeyWords: null	 count:1
DAN-SHEN	4932	0 @@PMID: 27372730 #En1: Salvia miltiorrhiza #En2: yeast *KeyWords: null	 count:1
DAN-SHEN	GeneID:5054	0 @@PMID: 24247078 #En1: Salvia miltiorrhiza #En2: PAI-1 *KeyWords: suppresses/1 @@PMID: 18257269 #En1: Salvia miltiorrhiza #En2: PAI-1 *KeyWords: null	 count:2
DAN-SHEN	GeneID:80331	0 @@PMID: 16369479 #En1: salvia miltiorrhiza #En2: CSP *KeyWords: null	 count:1
DAN-SHEN	10090	0 @@PMID: 25850001 #En1: Salvia miltiorrhiza #En2: mice *KeyWords: null/1 @@PMID: 12567275 #En1: Salvia miltiorrhiza #En2: murine *KeyWords: enhance/2 @@PMID: 30506914 #En1: Salvia miltiorrhiza #En2: mice *KeyWords: shown/3 @@PMID: 24066136 #En1: Salvia miltiorrhiza #En2: mice *KeyWords: suppresses/4 @@PMID: 28356936 #En1: Salvia miltiorrhiza #En2: mice *KeyWords: enhances/5 @@PMID: 29328882 #En1: Salvia miltiorrhiza #En2: RAW264 *KeyWords: null/6 @@PMID: 29328882 #En1: Salvia miltiorrhiza #En2: RAW264 *KeyWords: null/7 @@PMID: 22155388 #En1: Salvia miltiorrhiza #En2: RAW 264 *KeyWords: induces/8 @@PMID: 24049654 #En1: Salvia miltiorrhiza #En2: Mice *KeyWords: null/9 @@PMID: 22228586 #En1: Salvia miltiorrhiza #En2: RAW 264 *KeyWords: inhibit/10 @@PMID: 31074668 #En1: Salvia miltiorrhiza #En2: Mice *KeyWords: Protects/11 @@PMID: 31074668 #En1: Salvia miltiorrhiza #En2: mice *KeyWords: null/12 @@PMID: 26290634 #En1: Salvia miltiorrhiza #En2: mice *KeyWords: null/13 @@PMID: 30599896 #En1: Salvia miltiorrhiza #En2: mice *KeyWords: null/14 @@PMID: 21480413 #En1: Salvia miltiorrhiza #En2: mice *KeyWords: null/15 @@PMID: 21480413 #En1: Salvia miltiorrhiza #En2: mice *KeyWords: null/16 @@PMID: 27997360 #En1: Salvia miltiorrhiza #En2: mice *KeyWords: increases/17 @@PMID: 23700113 #En1: Salvia miltiorrhiza #En2: mice *KeyWords: ameliorates/18 @@PMID: 24573301 #En1: Salvia miltiorrhiza #En2: murine *KeyWords: increases/19 @@PMID: 24696648 #En1: Salvia miltiorrhiza #En2: mice *KeyWords: ameliorates/20 @@PMID: 24696648 #En1: Salvia miltiorrhiza #En2: mice *KeyWords: null/21 @@PMID: 26873077 #En1: Salvia Miltiorrhiza #En2: murine *KeyWords: null/22 @@PMID: 23236833 #En1: Salvia miltiorrhiza #En2: mouse *KeyWords: null/23 @@PMID: 23236833 #En1: Salvia miltiorrhiza #En2: mice *KeyWords: null/24 @@PMID: 22779190 #En1: Salvia miltiorrhiza #En2: mice *KeyWords: null/25 @@PMID: 22779190 #En1: Salvia miltiorrhiza #En2: mice *KeyWords: null/26 @@PMID: 19079688 #En1: Salvia miltiorrhiza #En2: mice *KeyWords: null/27 @@PMID: 19779008 #En1: Salvia miltiorrhiza #En2: mice *KeyWords: protect	 count:28
DAN-SHEN	GeneID:5034	0 @@PMID: 28465251 #En1: Salvia miltiorrhiza #En2: DSI *KeyWords: null/1 @@PMID: 31145280 #En1: Salvia miltiorrhiza #En2: DSI *KeyWords: null/2 @@PMID: 28603997 #En1: Salvia miltiorrhiza #En2: DSI *KeyWords: null	 count:3
DAN-SHEN	GeneID:650225898568746000000	0 @@PMID: 19610045 #En1: Salvia miltiorrhiza #En2: p27 *KeyWords: inhibits	 count:1
DAN-SHEN	GeneID:3429	0 @@PMID: 19610045 #En1: Salvia miltiorrhiza #En2: p27 *KeyWords: inhibits	 count:1
DAN-SHEN	GeneID:3692	0 @@PMID: 19610045 #En1: Salvia miltiorrhiza #En2: p27 *KeyWords: inhibits	 count:1
DAN-SHEN	GeneID:5715	0 @@PMID: 19610045 #En1: Salvia miltiorrhiza #En2: p27 *KeyWords: inhibits	 count:1
DAN-SHEN	GeneID:51014	0 @@PMID: 19610045 #En1: Salvia miltiorrhiza #En2: p27 *KeyWords: inhibits	 count:1
DAN-SHEN	359	0 @@PMID: 22260028 #En1: Salvia miltiorrhiza #En2: Agrobacterium rhizogenes *KeyWords: leaves	 count:1
DAN-SHEN	29760	0 @@PMID: 25467854 #En1: Salvia miltiorrhiza #En2: Vitis vinifera *KeyWords: null	 count:1
DAN-SHEN	GeneID:412	0 @@PMID: 29417948 #En1: Salvia miltiorrhiza #En2: STS *KeyWords: null/1 @@PMID: 31545252 #En1: Salvia miltiorrhiza #En2: STS *KeyWords: null/2 @@PMID: 30502766 #En1: Salvia miltiorrhiza #En2: STS *KeyWords: null	 count:3
DAN-SHEN	GeneID:2099	0 @@PMID: 17016654 #En1: Salvia miltiorrhiza #En2: estrogen receptor *KeyWords: using/1 @@PMID: 25632478 #En1: Salvia miltiorrhiza #En2: ESR *KeyWords: examined	 count:2
DAN-SHEN	GeneID:21002099	0 @@PMID: 17016654 #En1: Salvia miltiorrhiza #En2: estrogen receptor *KeyWords: using	 count:1
DAN-SHEN	GeneID:28522099	0 @@PMID: 17016654 #En1: Salvia miltiorrhiza #En2: estrogen receptor *KeyWords: using	 count:1
DAN-SHEN	GeneID:96872099	0 @@PMID: 17016654 #En1: Salvia miltiorrhiza #En2: estrogen receptor *KeyWords: using	 count:1
DAN-SHEN	GeneID:70312099	0 @@PMID: 17016654 #En1: Salvia miltiorrhiza #En2: estrogen receptor *KeyWords: using	 count:1
DAN-SHEN	GeneID:29760	0 @@PMID: 17016654 #En1: Salvia miltiorrhiza #En2: BCa *KeyWords: using	 count:1
DAN-SHEN	GeneID:2923	0 @@PMID: 29849736 #En1: Salvia miltiorrhiza #En2: ERp57 *KeyWords: null	 count:1
DAN-SHEN	GeneID:80196	0 @@PMID: 18344322 #En1: Salvia miltiorrhiza #En2: RIF *KeyWords: null	 count:1
DAN-SHEN	GeneID:54509	0 @@PMID: 18344322 #En1: Salvia miltiorrhiza #En2: RIF *KeyWords: null	 count:1
DAN-SHEN	GeneID:2821	0 @@PMID: 28945027 #En1: Salvia miltiorrhiza #En2: AMF *KeyWords: null	 count:1
DAN-SHEN	9913	0 @@PMID: 19549564 #En1: Salvia miltiorrhiza #En2: bovine *KeyWords: cultured/1 @@PMID: 16759447 #En1: Salvia miltiorrhiza #En2: cow *KeyWords: null/2 @@PMID: 16759447 #En1: Salvia miltiorrhiza #En2: cow *KeyWords: have	 count:3
DAN-SHEN	GeneID:140862	0 @@PMID: 8334340 #En1: Salvia miltiorrhiza #En2: ISM *KeyWords: null	 count:1
DAN-SHEN	GeneID:5066	0 @@PMID: 22715716 #En1: Salvia miltiorrhiza #En2: PAL *KeyWords: null/1 @@PMID: 27866193 #En1: Salvia miltiorrhiza #En2: PAL *KeyWords: abbreviated/2 @@PMID: 23644983 #En1: Salvia miltiorrhiza #En2: phenylalanine ammonia-lyase *KeyWords: null	 count:3
DAN-SHEN	GeneID:26103	0 @@PMID: 22715716 #En1: Salvia miltiorrhiza #En2: PAL *KeyWords: null/1 @@PMID: 27866193 #En1: Salvia miltiorrhiza #En2: PAL *KeyWords: abbreviated	 count:2
DAN-SHEN	GeneID:6351	0 @@PMID: 11058958 #En1: salvia miltiorrhiza #En2: CCl(4 *KeyWords: null/1 @@PMID: 16640835 #En1: Salvia miltiorrhiza #En2: CCl4 *KeyWords: plays	 count:2
